,Refcode,ΔE,P1/P2,O…O,O-H-O,O_H1-O_H3,O_H1-O_H4,O_H2-O_H3,O_H2-O_H4,min H…O,min H…H,H1…H4,H-O-H-H3,H-O-H-O,H-O-H-H4,O-H1-H3,O-H1-H4,H1-O-H2,H3-O-H4,R(H1O),r(H1O),R(H1H3),r(H1H3),R(H1H4),r(H1H4)
2443,MUPPAP,-0.75634254807692,0.0,3.761,136.137,107.847,0.0,0.0,107.847,2.981,2.897,3.761,67.52,92.531,92.531,129.56,146.68,107.847,107.847,2.0656433252938,2.149297246234,2.233465502324,1.8450584949884,2.0659719712168,3.142750517325
2445,VIOLME04,-1.63,0.0,3.761,104.368,180.0,68.807,68.807,180.0,3.389,3.287,4.359,167.076,167.076,169.908,87.349,105.979,111.193,111.193,3.2829985350022,0.84097658657842,3.2834822382699,-0.15203088819811,4.1905798250769,1.1999673869144
2451,MUFHOM,-0.48845673076923,68.114,3.762,120.565,77.943,72.31,174.343,73.662,3.158,2.577,3.876,27.432,17.374,30.326,134.73,119.488,96.701,102.706,2.7192048121748,1.6058920229721,1.830780892773,1.813606992338,3.3738983467823,1.9079271331944
2454,ACAGUH,-1.6471141826923,0.0,3.763,104.148,180.0,83.093,83.093,180.0,3.395,3.296,4.126,131.695,131.695,142.258,87.161,103.3,96.907,96.907,3.2920214494686,0.82983117333497,3.2919546707992,-0.16324964135741,4.0153360290783,0.94918521563812
2460,TUYDOI,-1.63,0.0,3.764,103.816,180.0,71.897,71.897,180.0,3.401,3.308,4.1,127.023,127.023,138.039,86.866,105.864,108.103,108.103,3.3026010128188,0.81217458106514,3.3030525667887,-0.18085281593149,3.9438443387413,1.1207550275499
2461,VIOLME05,-1.505,0.0,3.764,101.944,180.0,70.198,70.198,180.0,3.431,3.369,4.408,170.928,170.928,172.899,85.182,103.733,109.802,109.802,3.3567200273072,0.71006454514689,3.3570957122986,-0.28296533085572,4.2819865198726,1.0464489684781
2462,VITMIW,-1.8642283653846,0.0,3.764,109.009,180.0,69.215,69.215,180.0,3.321,3.141,3.989,122.521,122.521,134.66,91.619,111.07,110.785,110.785,3.1398973144682,1.081705068212,3.1397461156661,0.088743051331552,3.7223030423613,1.4340784709449
2464,DEXLEY,-1.8921141826923,0.0,3.765,116.905,180.0,75.649,75.649,180.0,3.21,2.899,3.463,89.915,89.915,108.502,99.119,119.369,104.351,104.351,2.8625433207036,1.4525652264511,2.8623604239465,0.45944945687722,3.0179327746209,1.6983670886675
2465,FITTAE,-1.835,0.0,3.765,107.977,180.0,77.909,77.909,180.0,3.338,3.175,3.971,121.42,121.42,134.105,90.672,108.168,102.091,102.091,3.1750404657257,1.0302242673341,3.1747816254431,0.037237491173111,3.773031132343,1.2381748965192
2466,HIMMEW,-1.2271141826923,0.0,3.765,106.195,180.0,73.448,73.448,180.0,3.365,3.232,3.239,67.522,67.522,84.574,89.034,112.157,106.552,106.552,3.2314701661963,0.93852307642559,3.2315406538752,-0.054488552484629,2.9998124509061,1.2215753187539
2467,JISJED,-2.0913425480769,0.0,3.765,124.01,180.0,68.343,68.343,180.0,3.118,2.692,3.845,125.889,125.889,139.341,106.203,123.292,111.657,111.657,2.5846348026241,1.744014603455,2.5850712737238,0.75117941250262,3.2139740233236,2.1105440003471
2469,MOKTIQ,-1.62,0.0,3.765,105.437,180.0,73.368,73.368,180.0,3.377,3.257,4.368,176.23,176.23,177.082,88.345,105.715,106.632,106.632,3.2551703840818,0.89888529334786,3.2556413477955,-0.094066011525166,4.2047279619302,1.1830835837599
2473,DUJNEC,-0.64211418269231,84.203,3.766,124.816,114.34,101.317,113.146,114.34,3.109,2.624,3.861,134.565,114.111,115.709,121.365,114.162,106.636,106.636,2.5524573000915,1.7750613316756,2.2405520058658,1.3657608535212,3.5227446888267,1.5803768086578
2474,MUHKUX,-2.0071141826923,0.0,3.766,112.923,180.0,68.243,68.243,180.0,3.266,3.021,3.896,117.796,117.796,131.144,95.303,114.899,111.757,111.757,3.0080811287293,1.272086444776,3.0080696979875,0.2792090472198,3.5338721087462,1.6402938514259
2476,NIWLAH,-1.94,0.0,3.766,118.938,180.0,79.077,79.077,180.0,3.184,2.839,4.053,150.442,150.442,157.981,101.117,115.245,100.923,100.923,2.7864578893357,1.5406194958389,2.7857275799063,0.54739642906145,3.6659075640808,1.7285631986176
2480,ICAMUW,-1.8578858173077,0.0,3.767,112.66,180.0,70.905,70.905,180.0,3.271,3.03,4.236,163.673,163.673,167.524,95.058,111.976,109.095,109.095,3.0185026058771,1.260191659357,3.0182010609787,0.26713733454388,3.9282151546368,1.58518822191
2481,JAPZAB,-1.865,0.0,3.767,109.604,180.0,82.225,82.225,180.0,3.316,3.126,3.629,98.307,98.307,114.905,92.193,110.096,97.775,97.775,3.1237848486333,1.1125754893259,3.1237105141883,0.1196186588678,3.4080600994156,1.2469031072107
2482,MEDRAP,-1.87,0.0,3.767,115.45,180.0,68.697,68.697,180.0,3.232,2.945,4.213,169.693,169.693,172.168,97.724,114.539,111.303,111.303,2.9183687640089,1.3888656368625,2.9182799819441,0.39581175700594,3.8324767311434,1.7497117206113
2483,HAHKEH,-1.8621141826923,67.137,3.768,114.641,166.752,86.409,82.797,112.665,3.245,3.167,3.659,172.078,174.301,169.384,97.005,112.751,107.773,96.999,2.949503784014,1.3529421377455,3.1433599688967,0.38623452193959,3.3743086588485,1.4150343016407
2486,OWONIZ,-1.8071141826923,0.0,3.768,107.639,180.0,70.504,70.504,180.0,3.346,3.189,4.059,127.345,127.345,138.55,90.377,109.356,109.496,109.496,3.1886865731018,1.0139003592662,3.1889309664206,0.020983121880612,3.829575015142,1.3453015288031
2490,KEWGUO,-0.55422836538462,35.922,3.769,111.855,77.735,144.526,164.419,77.735,3.285,2.706,3.506,61.447,48.178,54.863,121.994,96.781,107.159,107.159,3.0489034746724,1.2228706399824,2.2949682997164,1.4337212083584,3.4814745404383,0.41396983498769
2494,IDITUL,-0.69711418269231,80.056,3.77,115.178,101.311,105.342,140.1,101.311,3.239,2.709,3.992,101.107,83.055,88.56,115.902,106.223,102.572,102.572,2.9312641429281,1.3779737023557,2.4368607168809,1.1833811078949,3.8330450034872,1.115271268007
2495,LEJYOP,-0.55788581730769,80.258,3.77,110.352,98.738,112.189,123.45,109.963,3.307,3.041,4.094,138.093,119.69,119.475,109.189,100.915,103.92,107.886,3.1005561583808,1.1501306485469,2.872040491208,0.99953209896511,4.019936158252,0.77520918697982
2496,MEQRUY,-1.3571141826923,0.0,3.77,112.78,180.0,71.205,71.205,180.0,3.272,3.029,3.261,70.771,70.771,88.923,95.189,119.117,108.795,108.795,3.0167786466166,1.2668980216728,3.0165864930395,0.27394694744008,2.8489005361299,1.5867850311996
2498,RAFINO02,-0.01,57.734,3.77,107.145,65.368,36.41,71.687,129.248,3.356,3.274,3.696,34.513,50.706,61.195,115.376,118.943,101.97,98.464,3.2068653380431,0.98931830249805,2.9581077352486,1.4030946606208,3.2343754438498,1.788639563529
2499,TEKFIY,-1.0071141826923,0.0,3.77,113.647,180.0,71.947,71.947,180.0,3.26,3.003,3.088,59.219,59.219,77.17,96.017,121.545,108.053,108.053,2.9862708826293,1.3075879379837,2.9864559846319,0.31478508836399,2.6316847948393,1.6155429863089
2502,DEHSAM,-1.6913425480769,53.122,3.771,116.1,160.851,55.547,55.547,76.247,3.227,2.911,3.859,118.589,125.039,111.934,99.527,120.898,107.7,107.7,2.8979349869795,1.419683701125,2.8708506588829,0.48180649060773,3.3113416454938,1.981640105271
2504,FOQVAJ,-2.0542283653846,0.0,3.771,117.641,180.0,74.687,74.687,180.0,3.206,2.883,3.98,134.303,134.303,145.356,99.873,116.075,105.313,105.313,2.8401050699042,1.4873598057984,2.8403034516907,0.49433318957373,3.5749134107779,1.7493982123691
2505,FOQVEN,-1.81,0.0,3.771,107.81,180.0,72.938,72.938,180.0,3.347,3.187,4.022,124.055,124.055,135.998,90.553,109.087,107.062,107.062,3.1865984534822,1.0237183676503,3.1868515590606,0.030759397154191,3.8008830337667,1.3152080305505
2510,XEPDIG,-2.0571141826923,0.0,3.772,116.69,180.0,77.403,77.403,180.0,3.221,2.913,3.964,131.92,131.92,143.482,98.958,114.809,102.597,102.597,2.8778017918846,1.4467542454148,2.8774694039692,0.45358442347734,3.5981687029412,1.6632732743523
2514,QORDUW,-2.0584567307692,0.0,3.773,125.393,180.0,71.479,71.479,180.0,3.11,2.661,3.78,121.5,121.5,136.354,107.681,124.053,108.521,108.521,2.5352675284148,1.801254718069,2.5353003473888,0.80819128214209,3.131805414022,2.1166470770306
2520,UDAJEP,-1.58,45.887,3.774,104.449,143.511,56.482,112.907,121.634,3.401,3.271,4.325,114.205,103.89,107.255,90.881,108.845,101.073,111.265,3.2934267935614,0.8486111921555,3.2706133228191,0.050294061262371,4.0931621000626,1.3970143244116
2522,JIFKER,-1.6492283653846,67.222,3.775,119.053,158.559,54.613,52.379,90.589,3.192,2.944,4.092,102.155,109.289,102.034,102.271,121.288,109.484,109.561,2.7903534241646,1.5500941159339,2.876739237617,0.62570548883222,3.4968906978482,2.1251398653507
2528,MURQAS,-0.89,73.855,3.776,118.379,68.25,40.391,108.159,87.677,3.202,3.078,4.023,2.324,20.732,28.355,127.882,124.49,107.696,107.69,2.8171927309769,1.5219162646252,2.4293946961206,1.8900067223322,3.3158573061769,2.2780735995734
2529,NABRUF,-0.11922836538462,9.102,3.776,118.213,75.069,24.104,169.645,74.836,3.204,2.571,4.033,6.018,6.691,7.691,133.525,126.893,98.157,99.018,2.8233526600873,1.5146932880216,1.8641651270623,1.7705731781106,3.2254240450039,2.4211007269237
2530,PUNQOE,-0.90211418269231,43.003,3.776,125.495,140.191,46.402,34.471,82.484,3.112,3.082,4.097,50.537,61.541,61.838,109.802,127.454,105.73,108.128,2.533685186856,1.8069264993094,2.8997580860151,1.0440914914843,3.2523699756756,2.4914852079279
2535,HICVIB,-1.975,0.0,3.777,114.541,180.0,75.034,75.034,180.0,3.255,2.982,4.067,138.707,138.707,148.464,96.911,113.294,104.966,104.966,2.960957262851,1.3519456673883,2.9603335603869,0.35881640325763,3.7354898733892,1.6082923881579
2537,IYERIP02,-0.57711418269231,44.689,3.777,117.418,53.904,124.71,127.951,120.895,3.215,2.937,3.232,75.579,69.939,84.978,134.684,106.446,107.114,106.134,2.8538615104412,1.4804389481576,2.0881948731614,2.0652871886743,3.099769142443,0.91501653731414
2538,JICSOD,-0.74634254807692,45.869,3.777,135.131,169.838,76.349,66.331,58.808,3.008,2.568,3.027,70.83,69.934,42.89,116.716,141.428,112.587,109.894,2.1221085616865,2.1318347150792,2.2938554197407,1.1544917987263,1.8873272330069,2.3665850746488
2540,XIXQON,-1.635,0.0,3.777,105.297,180.0,69.17,69.17,180.0,3.392,3.273,4.364,167.072,167.072,169.918,88.282,106.618,110.83,110.83,3.2718256240191,0.89488607432024,3.2715287566103,-0.098125402786733,4.1817278324027,1.2480578254666
2542,CODXEA,-1.75,8.312,3.778,108.959,171.412,75.501,69.805,173.882,3.337,3.219,3.973,124.712,127.14,139.856,91.82,109.598,106.097,109.399,3.1559721053959,1.0841628429175,3.2173761273234,0.1022343158121,3.742840779363,1.3326184376397
2543,QUJXOK,-1.6628858173077,25.847,3.778,116.03,153.291,59.648,90.739,153.291,3.236,3.055,4.217,151.537,143.103,145.414,100.047,117.109,109.006,109.006,2.9077543741598,1.420091722233,3.0081515055446,0.5329629627751,3.7537255955947,1.9216225313461
2546,LCYLCY10,-1.0942283653846,22.874,3.779,124.723,80.532,157.196,177.845,80.532,3.125,2.851,3.013,73.853,52.623,57.169,132.963,106.671,99.9,99.9,2.5684857854642,1.7800297103892,2.0863445925556,1.9430304272229,2.8863570367765,0.86435644050966
2548,SOGCEX,-1.425,0.0,3.779,104.1,180.0,73.289,73.289,180.0,3.412,3.313,3.606,89.097,89.097,105.199,87.201,108.041,106.711,106.711,3.3092033161516,0.83121442021391,3.3090475571366,-0.16178153358253,3.4287115324744,1.1167691019532
2551,LADDAY,-1.6034567307692,0.0,3.78,135.021,180.0,70.544,70.544,180.0,3.012,2.413,3.514,102.792,102.792,124.14,118.113,134.457,109.456,109.456,2.129024867364,2.1305860963936,2.1283141975193,1.1370345978192,2.5082098294368,2.4611134576684
2553,PAHWIF,-1.535,0.0,3.78,103.714,180.0,72.867,72.867,180.0,3.419,3.327,4.405,172.563,172.563,174.214,86.858,104.503,107.133,107.133,3.3215284829539,0.81056124810273,3.3219987212187,-0.18235541182431,4.2646326010583,1.1031472150127
2554,YOTFET,-1.3121141826923,0.0,3.78,100.971,180.0,68.534,68.534,180.0,3.463,3.416,3.877,104.513,104.513,118.354,84.389,105.291,111.466,111.466,3.3997089473694,0.65905088815385,3.3996327383867,-0.33399587435965,3.7397497633149,1.022448388813
2559,PEZNAJ,-0.23134254807692,67.288,3.781,114.64,76.031,70.592,177.403,81.493,3.258,2.593,3.924,23.84,17.092,30.108,128.044,115.479,104.095,100.945,2.9613436853524,1.3583105599322,2.0420853266829,1.5979788855133,3.542363588033,1.6880273132203
2561,TEQKOQ,-2.0013425480769,0.0,3.781,124.414,180.0,69.582,69.582,180.0,3.13,2.696,3.6,101.395,101.395,119.649,106.725,125.991,110.418,110.418,2.5821730839018,1.7689777174326,2.5819511631999,0.77585062405767,2.9127935285469,2.115569393817
2562,AGEPEK,-1.48,0.0,3.782,103.08,180.0,78.778,78.778,180.0,3.432,3.349,4.402,165.989,165.989,169.137,86.296,102.727,101.222,101.222,3.3429568429542,0.77670042239305,3.3420043095177,-0.21635201678147,4.2938465380913,0.96978652667561
2565,COGXIG,-0.91634254807692,0.0,3.783,118.286,180.0,78.536,78.536,180.0,3.21,2.876,2.975,56.462,56.462,75.975,100.584,125.284,101.464,101.464,2.8267040719323,1.5211325023552,2.8270696909062,0.528254638181,2.4284893064757,1.7184483374059
2567,KOLPOQ,-1.4542283653846,0.0,3.783,102.997,180.0,68.112,68.112,180.0,3.434,3.353,3.954,111.722,111.722,124.793,86.226,106.796,111.888,111.888,3.3460272449447,0.77230672409872,3.3457288173098,-0.22069816723928,3.7853210687229,1.1425674626394
2576,LOHQAA,-1.895,0.0,3.784,110.159,180.0,79.403,79.403,180.0,3.326,3.126,3.938,119.954,119.954,133.141,92.807,109.719,100.597,100.597,3.1222488164826,1.1462278691311,3.1222493056679,0.1530858362358,3.7070705922139,1.328710511866
2579,FOQTUB,-1.9021141826923,0.0,3.785,110.764,180.0,75.101,75.101,180.0,3.317,3.107,4.002,125.17,125.17,137.286,93.375,110.954,104.899,104.899,3.1015562464651,1.1759412612938,3.1016112508439,0.18291158694424,3.7373391029523,1.4311884675135
2582,UYOJEZ,-0.46922836538462,0.0,3.785,108.415,73.987,180.0,180.0,73.987,3.352,2.924,3.182,60.679,45.512,45.512,117.119,91.189,106.013,106.013,3.180355283736,1.058888223191,2.6025403852297,1.3328764170952,3.1813148699149,0.066028012680197
2583,BISWUV,-0.54922836538462,0.0,3.786,117.183,180.0,69.788,69.788,180.0,3.228,2.911,2.982,48.872,48.872,66.139,99.519,127.545,110.212,110.212,2.8714737198585,1.4746601900649,2.8709179037753,0.48140563954186,2.3643531770662,1.8171841002212
2587,TETCYH01,-0.70211418269231,87.159,3.786,112.311,155.516,88.843,61.458,93.59,3.296,3.238,3.901,29.798,36.654,49.674,96.162,109.022,98.307,105.131,3.0492510608378,1.2512729390422,3.2192920444374,0.34756687503549,3.6879800306424,1.2714575469054
2588,VAXJEJ01,-1.7728858173077,0.0,3.786,116.923,180.0,76.327,76.327,180.0,3.231,2.919,4.198,172.591,172.591,174.448,99.266,113.853,103.673,103.673,2.8808107752412,1.4629730951915,2.8809112541905,0.47001206950286,3.8394319741134,1.6976354485447
2589,WUZSER,-2.0192283653846,0.0,3.786,124.075,180.0,71.818,71.818,180.0,3.139,2.71,3.888,130.586,130.586,143.155,106.408,122.138,108.182,108.182,2.6000490205126,1.7587114859839,2.5996340112176,0.76550833288775,3.2922390314515,2.0682616274995
2591,IWUDUZ,-1.635,0.0,3.787,104.728,180.0,73.346,73.346,180.0,3.411,3.301,4.073,123.685,123.685,135.374,87.813,106.423,106.654,106.654,3.2989269142673,0.86718061228489,3.2985955536035,-0.12596973345648,3.9068238732434,1.1515451460777
2595,SECCEI,-1.9421141826923,0.0,3.787,114.826,180.0,77.938,77.938,180.0,3.262,2.984,4.077,140.434,140.434,149.902,97.247,112.753,102.062,102.062,2.9605489367348,1.3695962883998,2.9601624833501,0.37642273067219,3.7597308046855,1.5768174517993
2596,UTUGEW,-1.545,0.0,3.787,104.94,180.0,75.128,75.128,180.0,3.407,3.294,4.398,175.207,175.207,176.288,88.007,104.934,104.872,104.872,3.2918309006768,0.8783497716453,3.2920074045166,-0.11455674841653,4.249450176799,1.1333918981989
2597,BENTAC01,-1.6928858173077,0.0,3.788,107.5,180.0,68.957,68.957,180.0,3.369,3.213,4.349,169.55,169.55,171.884,90.359,108.356,111.043,111.043,3.2130724070708,1.0130778385299,3.212936929984,0.020131665236323,4.1277147599162,1.3695882084662
2599,DUVXOH,-2.0221141826923,0.0,3.788,121.793,180.0,74.355,74.355,180.0,3.169,2.777,3.942,134.626,134.626,146.058,104.102,119.436,105.645,105.645,2.6935139435463,1.6695938535828,2.6933109698408,0.67661290243039,3.4331082796541,1.9373000645667
2602,NERJIE,-1.605,0.0,3.788,104.164,180.0,70.631,70.631,180.0,3.42,3.32,4.307,148.757,148.757,155.488,87.306,105.712,109.369,109.369,3.3160295707755,0.83686790220597,3.3163307441702,-0.15604613186884,4.1460691641739,1.1663444970877
2603,XURYIT,-1.675,0.0,3.788,106.232,180.0,75.289,75.289,180.0,3.388,3.254,4.254,145.526,145.526,153.18,89.193,106.375,104.711,104.711,3.2529465881957,0.9470388029779,3.2536772381635,-0.04583044682885,4.0814453294595,1.19929980515
2606,MAMCEK,-0.83711418269231,0.0,3.789,104.182,71.413,180.0,180.0,71.413,3.421,3.111,3.32,71.011,55.446,55.446,111.786,87.327,108.587,108.587,3.3167360197026,0.83815462511846,2.8888016204289,1.1546195034761,3.3163877153117,-0.15483062271274
2610,VACSUO,-1.9963425480769,0.0,3.789,118.426,180.0,67.869,67.869,180.0,3.215,2.878,3.709,104.396,104.396,120.651,100.76,120.891,112.131,112.131,2.8273759725956,1.5304150122072,2.8273985094919,0.53730965794689,3.1828618894899,1.9042245646018
2614,MEPDER,-1.8621141826923,0.0,3.79,119.542,180.0,67.902,67.902,180.0,3.2,2.845,4.155,161.347,161.347,165.948,101.866,118.016,112.098,112.098,2.7839823897892,1.5777965817378,2.7842056980998,0.58499882962998,3.6681023798378,1.9516787468813
2616,DEHCAX,-1.87,0.715,3.791,128.4,173.158,63.656,77.45,173.011,3.094,2.687,3.965,144.466,142.813,152.36,110.378,126.566,109.392,109.504,2.4247475569661,1.9218312321811,2.51883615371,0.93564599649848,3.1845735732018,2.3621422812491
2618,NIZTAS,-1.495,0.0,3.791,102.069,180.0,78.583,78.583,180.0,3.457,3.392,4.181,130.339,130.339,140.819,85.432,102.703,101.417,101.417,3.380588228824,0.72282240359364,3.3812253612564,-0.27014636106502,4.0786617946525,0.91939053989157
2623,KUZXOT,-1.4628858173077,0.0,3.792,107.604,180.0,73.975,73.975,180.0,3.372,3.214,3.443,80.059,80.059,97.195,90.476,112.073,106.025,106.025,3.2140877430663,1.0198156597498,3.2138890871105,0.026700856760868,3.1906481365287,1.2938367241912
2624,MACPAJ,-0.35788581730769,60.473,3.792,98.714,89.943,132.083,130.538,89.943,3.512,3.329,4.204,133.926,117.319,115.868,99.216,88.181,109.924,109.924,3.47146062335,0.53207625443183,3.2860278676026,0.53316212669236,4.2018815590281,-0.13344423516783
2626,FEQMOG,-0.91211418269231,68.16,3.793,116.25,111.123,71.921,133.209,111.123,3.248,3.084,4.233,126.233,107.866,107.752,110.471,114.339,106.406,106.406,2.9130426644982,1.4365536658313,2.8892433187476,1.0785773245681,3.856783475209,1.7445659131585
2629,DOCGUY,-0.42422836538462,0.0,3.794,111.958,75.258,180.0,180.0,75.258,3.309,2.901,3.079,61.223,45.304,45.304,120.906,94.551,104.742,104.742,3.0689592050055,1.2373238856548,2.4890902681268,1.4900438373137,3.0692922238609,0.24430768417458
2631,GIYJAA,-1.8642283653846,1.307,3.794,112.577,178.227,70.706,73.9,178.227,3.301,3.081,3.793,106.657,106.234,121.329,95.116,114.873,107.692,107.692,3.0480259132977,1.2673354062227,3.0687259202222,0.27474028928516,3.4411701274408,1.5953674040826
2637,AFESUB,-0.67788581730769,29.575,3.795,95.711,145.723,105.806,37.831,134.996,3.565,3.564,4.146,83.72,92.778,103.927,82.49,91.164,107.967,104.924,3.5473050640341,0.35475594805215,3.5334282402132,-0.4658120557306,4.1451444506595,0.084222818561831
2644,IWADEP,-1.3605709134615,87.121,3.796,155.623,92.12,92.838,102.174,9.623,2.87,2.803,3.356,34.225,17.045,11.666,156.829,139.833,100.938,107.923,1.1845604268847,2.6141378301571,1.1029150301884,2.576894921448,2.1646792862839,2.5645466631616
2645,LEWYIX,-1.13,0.0,3.796,98.196,180.0,71.713,71.713,180.0,3.525,3.524,3.7,89.653,89.653,104.797,82.0,102.713,108.287,108.287,3.488996305205,0.50252341464428,3.4897046742453,-0.49044600778327,3.6092931580632,0.81424989969802
2649,ABEBUH,-1.8121141826923,0.0,3.797,109.943,180.0,67.637,67.637,180.0,3.342,3.145,3.932,115.102,115.102,128.355,92.676,112.703,112.363,112.363,3.1415883150412,1.1399065131829,3.1415704379875,0.14683386245419,3.6273403128046,1.517572487594
2650,AGETAK,-1.4678858173077,0.0,3.797,101.382,180.0,82.174,82.174,180.0,3.474,3.419,4.07,119.792,119.792,132.157,84.841,101.633,97.826,97.826,3.4056776136835,0.68559170915011,3.4051496274016,-0.30743619664397,3.9863992474619,0.82068327620061
2655,MOBXIL,-1.5528858173077,60.079,3.797,112.039,90.022,31.336,123.037,76.811,3.311,3.255,4.144,40.807,22.034,20.558,112.434,120.294,107.534,101.807,3.0690607706588,1.2424117618581,3.0086607508628,1.2421696688528,3.5781300862302,2.0903877836455
2658,FIRQAZ,-1.9171141826923,24.505,3.798,118.987,167.715,72.45,76.154,162.099,3.216,3.045,3.99,113.365,115.707,126.95,101.138,117.753,102.089,105.439,2.8131306651563,1.5585094997329,2.9876467026611,0.5882109996238,3.5310033943553,1.8579868215494
2660,KETZAM,-1.9571141826923,0.0,3.798,113.367,180.0,67.283,67.283,180.0,3.293,3.039,3.956,120.529,120.529,133.273,95.915,115.287,112.717,112.717,3.0229187244031,1.3060671443892,3.0228199750273,0.31317790243873,3.5769340656527,1.6898161704674
2661,PANNUO,-0.0042283653846154,79.292,3.798,117.963,81.157,97.92,133.767,122.886,3.23,2.679,2.991,0.699,14.011,34.175,128.481,117.423,99.895,102.374,2.8528993741783,1.5145511416961,2.0971601727233,1.6670213585743,2.6549030575277,1.3775234136413
2663,EMUCIY,-0.17634254807692,87.309,3.799,119.524,98.193,94.833,136.637,98.193,3.21,2.582,3.991,90.498,73.174,80.273,123.908,112.049,110.945,110.945,2.793179425349,1.581849770935,2.1428906236313,1.4403970894004,3.6991108226173,1.498218983325
2666,BIRMEU02,-1.515,0.0,3.8,103.729,180.0,74.322,74.322,180.0,3.439,3.346,3.927,109.814,109.814,123.602,86.973,106.034,105.678,105.678,3.3407447471108,0.81617739165682,3.3413315307619,-0.17669069453766,3.7742316897056,1.0846677613086
2668,FAXMUM,-1.36,0.0,3.8,99.915,180.0,68.166,68.166,180.0,3.501,3.47,4.465,169.456,169.456,171.674,83.543,102.574,111.834,111.834,3.4487100494017,0.60282667090607,3.4479881726978,-0.39022757582708,4.3579098849172,0.9720321162086
2669,HERRIF,-1.7828858173077,0.0,3.8,109.686,180.0,71.878,71.878,180.0,3.349,3.156,4.249,149.951,149.951,156.739,92.455,109.769,108.122,108.122,3.1532606105793,1.1281615672274,3.1531033349377,0.13518638690621,3.9985805369429,1.4371341933102
2674,CEKNUD,-0.96288581730769,0.0,3.801,97.52,68.065,180.0,180.0,68.065,3.541,3.478,3.55,89.277,74.066,74.066,103.882,81.421,111.935,111.935,3.5105447043648,0.46341868613199,3.3764142405099,0.8344524411146,3.5102794838056,-0.52956392019599
2675,SACQEV,-1.4221141826923,0.0,3.801,101.101,180.0,70.521,70.521,180.0,3.483,3.433,4.285,138.604,138.604,147.149,84.611,103.52,109.479,109.479,3.4178306447891,0.6706136619099,3.4178261872193,-0.32241767004593,4.1662556798249,1.0017677427061
2676,WIGKAY,-0.94788581730769,0.0,3.801,90.924,73.896,180.0,180.0,73.896,3.653,3.599,3.77,93.442,78.328,78.328,95.331,75.655,106.104,106.104,3.6525249832306,0.058908801350648,3.5834327959532,0.33438061679364,3.6524568287512,-0.9340551986411
2677,CEBSEK,-1.0155709134615,32.411,3.802,154.548,117.401,14.918,29.382,95.925,2.881,2.749,3.844,70.926,100.215,93.986,141.262,157.867,103.149,104.888,1.2381235722961,2.6013863649456,1.720214569421,2.1442627719456,1.4482571480695,3.5607425114807
2678,EQULAD,-1.8078858173077,0.0,3.802,113.171,180.0,73.231,73.231,180.0,3.3,3.049,4.238,157.761,157.761,163.014,95.751,111.962,106.769,106.769,3.0338042243234,1.2984729217345,3.0336536801684,0.30552634714684,3.9304572361164,1.5849763137222
2682,AVEJIV,-0.76422836538462,35.08,3.803,123.171,157.371,57.559,52.856,61.306,3.168,3.139,3.973,6.807,7.82,3.363,105.085,124.778,104.515,104.476,2.6517470060407,1.7333383443385,3.0308325640214,0.81693021052431,3.2632962037498,2.266192155708
2683,BINTAV,-1.78,0.0,3.803,109.926,180.0,72.804,72.804,180.0,3.348,3.151,4.233,147.809,147.809,155.098,92.693,109.81,107.196,107.196,3.1475671952484,1.14101917223,3.1475201069568,0.14804788516797,3.982497975469,1.4345727152658
2684,IFOTAY,-1.6613425480769,75.73,3.803,132.947,135.44,32.886,95.614,102.23,3.056,2.98,3.765,160.135,173.491,160.563,117.473,140.77,103.061,103.888,2.2369438796887,2.0821186515478,2.6439404191992,1.3747650925612,2.3811176846195,2.9164196495005
2685,LACHAA,-1.8871141826923,0.0,3.803,116.477,180.0,69.668,69.668,180.0,3.255,2.95,4.169,152.03,152.03,158.697,98.94,115.527,110.332,110.332,2.9135941325365,1.4512044069836,2.91416226954,0.45843022019646,3.7620318527485,1.7965737777519
2686,PITCUQ,-1.0392283653846,37.675,3.803,123.905,132.932,38.645,128.112,113.338,3.159,2.719,3.251,94.748,78.661,83.367,113.542,141.322,98.576,106.115,2.6218550423861,1.7621456059913,2.4926909132229,1.0860262479037,2.0316895190312,2.5379595541022
2687,PUSJES,-1.4671141826923,0.0,3.803,116.619,180.0,83.348,83.348,180.0,3.253,2.945,3.135,68.803,68.803,88.621,99.077,120.105,96.652,96.652,2.9082005588269,1.4575247886877,2.9081204008528,0.46460815118099,2.7121124896706,1.5724728434453
2688,QIZYAA,-0.15,76.463,3.803,88.182,105.772,93.833,93.833,141.629,3.703,3.674,4.681,174.685,159.772,157.469,83.947,87.749,109.253,109.253,3.7011360692557,-0.11747679283294,3.653516636212,-0.38741733172678,4.6773879104481,-0.18385683341563
2689,QUXQUW,-2.0192283653846,0.0,3.803,117.51,180.0,75.86,75.86,180.0,3.241,2.918,3.93,125.662,125.662,138.49,99.944,116.274,104.14,104.14,2.8745408732667,1.4970289803205,2.8741628965579,0.50389646163662,3.523981471791,1.7396708270456
2695,YIMZAV01,-0.25634254807692,0.0,3.804,104.075,70.662,180.0,180.0,70.662,3.438,2.936,3.338,53.836,40.725,40.725,113.377,87.307,109.338,109.338,3.3347851205593,0.8360934156517,2.6949954368129,1.1649444602888,3.3343135883915,-0.15683397038739
