,Refcode,ΔE,P1/P2,O…O,O-H-O,O_H1-O_H3,O_H1-O_H4,O_H2-O_H3,O_H2-O_H4,min H…O,min H…H,H1…H4,H-O-H-H3,H-O-H-O,H-O-H-H4,O-H1-H3,O-H1-H4,H1-O-H2,H3-O-H4,R(H1O),r(H1O),R(H1H3),r(H1H3),R(H1H4),r(H1H4)
61,RUPHEQ,-3.3554326923077,0.0,2.502,112.0,180.0,70.579,70.579,180.0,1.955,1.831,2.909,159.194,159.194,166.249,81.812,111.42,109.421,109.421,1.8126444356781,0.73235589012811,1.8123349349214,-0.26077400879582,2.7080706955772,1.0623719253426
66,SUXQAF,-0.902546875,71.973,2.564,116.881,168.412,77.404,60.931,113.277,1.957,1.746,2.881,80.752,87.306,95.626,87.112,112.471,107.559,107.638,1.7455412841144,0.88483593137499,1.7437824602948,-0.087970058361563,2.6622546231469,1.1011636215989
71,LUZFOB,-3.7063737980769,0.0,2.604,105.173,180.0,76.96,76.96,180.0,2.161,2.129,3.114,159.74,159.74,166.125,78.423,104.691,103.04,103.04,2.0856674126277,0.56560803026727,2.0856873866642,-0.42725767998947,3.0121958696611,0.78972909456116
108,HAYCUG,-1.2988894230769,0.0,2.713,129.882,180.0,77.56,77.56,180.0,1.967,1.533,2.461,103.09,103.09,131.735,100.079,126.825,102.44,102.44,1.509410163765,1.2612572923567,1.5093418075024,0.26828400646588,1.9699564765181,1.4750567720005
110,FONDOD,-3.61003125,29.182,2.714,132.809,155.512,51.109,93.935,147.529,1.939,1.87,2.929,156.083,159.416,157.272,102.796,131.519,106.288,104.63,1.4224952472489,1.3176601502491,1.8235582114031,0.41416838317825,2.193047587251,1.9415414700832
111,ZETGUC,-0.94677524038462,0.0,2.716,130.316,180.0,83.134,83.134,180.0,1.966,1.525,2.648,128.981,128.981,148.864,100.539,121.679,96.866,96.866,1.4990507831684,1.2720073700581,1.4992742199057,0.2789297645036,2.2534576590871,1.3906230900936
128,CEXFUH,-0.96425961538462,51.391,2.73,166.441,119.252,53.162,19.436,93.336,1.755,1.712,2.365,33.198,62.548,48.662,135.459,166.623,111.446,112.407,0.41145366410259,1.7060864228686,1.200830143117,1.2202257854109,0.54716022159681,2.3008347815309
137,XUVMEI,-4.1048305288462,31.521,2.734,122.63,150.455,67.282,85.48,155.02,2.067,2.049,2.965,161.347,173.317,175.479,97.031,120.347,107.967,110.775,1.7407657658119,1.1145508281713,2.0335916607798,0.25081060026805,2.5587398324933,1.4980238548208
139,TEVJEL,-1.7513737980769,79.22,2.738,127.18,137.907,76.402,111.057,96.318,2.021,1.871,2.924,133.932,112.455,104.807,105.003,119.831,109.475,109.585,1.6102133879958,1.2213328150505,1.8072218632161,0.48434505996618,2.5365595834809,1.454524485683
147,UMOBEE,-2.0682872596154,0.0,2.746,104.819,180.0,76.495,76.495,180.0,2.319,2.277,2.609,92.218,92.218,115.165,79.882,108.435,103.505,103.505,2.2418668746808,0.59312217646011,2.2415881832324,-0.40001427073667,2.4751139876816,0.82504045233114
153,BEQXOK01,-2.1444603365385,0.0,2.752,128.053,180.0,71.002,71.002,180.0,2.026,1.616,2.475,94.338,94.338,123.661,99.117,129.437,108.998,108.998,1.5953552929769,1.2488064258205,1.5955848083418,0.25605686749002,1.9115007152717,1.5721927412107
172,QAKRAY,-3.6377163461538,0.0,2.759,116.373,180.0,68.325,68.325,180.0,2.171,1.945,2.629,98.125,98.125,121.881,89.158,120.414,111.675,111.675,1.9450449038589,0.96438650030604,1.9447899799719,-0.02858205382441,2.26722329971,1.3309167927606
174,MEYKEG,-2.7065745192308,0.0,2.76,126.815,180.0,81.292,81.292,180.0,2.048,1.656,2.548,107.04,107.04,133.002,98.133,122.727,98.708,98.708,1.639576615933,1.2272296119658,1.6393445154172,0.2342766735537,2.1435205587656,1.3775425997585
176,MIKWIP,-3.6082872596154,0.0,2.761,111.104,180.0,70.122,70.122,180.0,2.244,2.102,2.736,103.587,103.587,125.016,84.947,114.753,109.878,109.878,2.0934913296753,0.80797899265653,2.0938308937682,-0.18513829507107,2.4846197443985,1.1455831378583
179,WUGLUG,-2.262515625,0.0,2.762,105.236,180.0,69.593,69.593,180.0,2.33,2.28,2.675,94.349,94.349,116.165,80.386,110.998,110.407,110.407,2.2481041480275,0.61231343250129,2.2479779890252,-0.38078203851844,2.497361102007,0.95854709126999
180,BEQXOK,-2.9609723557692,0.0,2.763,103.078,180.0,69.431,69.431,180.0,2.364,2.348,2.911,110.885,110.885,129.137,78.746,107.674,110.569,110.569,2.3026847507579,0.53491956276354,2.3028518533111,-0.45823284659853,2.7735989049065,0.88378171213354
187,JORJUX,-0.93271634615385,55.505,2.766,167.343,123.018,67.191,74.515,34.965,1.789,1.684,2.28,89.92,113.312,21.174,135.639,159.119,101.918,96.961,0.39199496755587,1.7455259795863,1.1774138193397,1.2039737115186,0.8126562635677,2.130255805598
190,CEQQUL,-4.0604014423077,0.0,2.767,110.623,180.0,67.761,67.761,180.0,2.256,2.121,2.838,110.799,110.799,130.212,84.636,114.361,112.239,112.239,2.1114315089073,0.7946024057309,2.1117119248283,-0.19827694404026,2.5853176513846,1.1706308732643
192,XAKYEQ,-2.8321454326923,38.969,2.768,126.421,172.044,64.59,65.215,57.918,2.06,1.706,2.743,100.344,104.932,83.141,98.082,126.96,107.647,107.684,1.6576330624667,1.2230505427894,1.6890557935347,0.23984688100297,2.1918091309939,1.6492488391058
197,GAPNER,-2.5811730769231,35.691,2.772,117.944,152.673,53.342,53.342,61.332,2.165,1.854,2.701,109.379,123.169,101.852,94.089,126.52,100.992,100.992,1.9125740446177,1.0145370983137,1.8492806264486,0.13220122783839,2.1706564333589,1.6073741469607
204,FUXMER,-1.8186887019231,0.0,2.775,130.974,180.0,76.128,76.128,180.0,2.021,1.562,2.546,105.338,105.338,132.904,102.283,127.889,103.872,103.872,1.5258695767674,1.3252030164076,1.5262438500298,0.33230063232879,2.0093083036704,1.5635843887687
205,TASYIW,-0.71694471153846,53.659,2.775,173.126,102.477,42.484,25.214,125.349,1.787,1.761,2.572,15.433,115.113,138.695,152.36,166.998,110.078,103.043,0.21387946722319,1.7741546081163,0.81695362641237,1.5600345420188,0.5786615901078,2.5060596090544
216,CIWSEJ,-2.1582872596154,67.445,2.782,129.168,110.019,94.425,65.496,158.525,2.046,2.035,2.824,131.229,162.427,168.97,117.894,115.493,107.044,107.075,1.5862583976923,1.2922462210239,1.7985627654126,0.95204883218844,2.549049357493,1.2154519213299
217,HADDUM,-0.49446033653846,0.0,2.782,132.116,180.0,68.885,68.885,180.0,2.017,1.539,2.963,174.927,174.927,176.867,103.513,125.248,111.115,111.115,1.4961875933262,1.3526683575721,1.496395752648,0.35961194565415,2.4197686195646,1.709996733263
218,KAJJOX,-0.68308653846154,35.857,2.782,114.54,120.027,33.383,10.617,101.598,2.219,1.932,3.053,87.666,112.816,106.274,102.696,124.993,109.5,109.513,2.0185611442626,0.9216137514562,1.8847623869564,0.42461128660746,2.5010851132991,1.7508233080564
228,LERREG,-0.28271634615385,42.336,2.787,126.864,142.674,37.538,37.538,87.922,2.075,1.554,2.751,118.345,139.487,120.695,107.034,137.618,109.406,109.406,1.6601281432116,1.2448291240635,1.4858277150031,0.45522741715406,1.8543675651048,2.032073309083
233,AQOXCU,-4.152515625,0.0,2.789,106.924,180.0,76.391,76.391,180.0,2.333,2.254,3.144,136.764,136.764,149.458,81.994,106.877,103.609,103.609,2.2319618085863,0.67914319919462,2.2320313645188,-0.31392990906279,3.0085885560389,0.91276004539637
235,EWOZAS,-0.34828725961538,63.433,2.791,167.191,114.231,58.744,75.332,42.309,1.814,1.68,2.328,102.674,169.613,3.115,144.136,168.891,100.583,98.424,0.40216683117219,1.7688577783148,0.98425030510913,1.3614886473609,0.44854997300184,2.2843788918916
242,IGOLEX,-2.8427163461538,35.059,2.796,164.497,123.907,40.898,122.452,125.214,1.826,1.739,2.584,143.762,121.192,167.353,133.894,166.302,109.265,109.747,0.48806940592541,1.7595636547166,1.2531646501216,1.2056945548876,0.61190213667498,2.5105042870174
244,QITBED,-3.7938581730769,0.0,2.796,104.272,180.0,77.803,77.803,180.0,2.381,2.343,3.37,173.926,173.926,175.724,80.019,103.676,102.197,102.197,2.3075135831117,0.58697705556101,2.3075393575521,-0.40609249358724,3.2744545731525,0.79677302185779
248,REFQAW,-2.9577163461538,33.696,2.797,117.96,156.867,76.751,76.751,159.876,2.191,1.894,3.125,168.372,179.998,173.338,93.449,113.672,99.156,99.156,1.9352558112409,1.02726138108,1.8905694799951,0.11394314947003,2.8620591022872,1.2546882859957
270,XINDUU,-2.6015432692308,69.047,2.809,99.007,142.247,41.683,41.683,108.324,2.477,2.437,3.164,123.555,137.923,128.952,80.614,110.914,111.592,111.592,2.4464566607851,0.38778706386418,2.4043735420065,-0.39743788256661,2.9555470704281,1.1294412399428
271,HISZNP01,-3.5717439903846,0.0,2.81,110.823,180.0,76.951,76.951,180.0,2.299,2.156,2.76,103.665,103.665,125.238,85.325,112.166,103.049,103.049,2.1488363365683,0.817253570591,2.1488270836467,-0.17572183867196,2.556021198165,1.0413239815403
273,VUCGAC,-3.2780865384615,39.22,2.81,101.817,143.288,101.879,58.104,136.316,2.433,2.358,3.138,149.259,163.67,176.855,82.746,95.373,109.519,109.459,2.381436629267,0.49824550252393,2.3391268908389,-0.2977404718112,3.1242122604922,0.29383966953103
277,ELAFEE,-4.0988581730769,0.0,2.813,102.857,180.0,70.488,70.488,180.0,2.42,2.403,3.38,162.979,162.979,167.791,79.098,104.919,109.512,109.512,2.3593268901312,0.53849477760133,2.3596309237472,-0.45447871643908,3.2660627611103,0.87019195611558
281,WISGIQ01,-4.5190588942308,0.0,2.814,115.591,180.0,68.3,68.3,180.0,2.239,2.019,3.215,167.067,167.067,171.115,89.262,114.514,111.7,111.7,2.019354966828,0.9671228039639,2.0188325181391,-0.026005070738136,2.9251996268483,1.3339535760613
284,UNENAD,-0.94674399038462,23.942,2.815,106.501,127.286,118.832,116.584,9.991,2.367,2.283,2.868,70.852,50.857,36.492,91.774,93.865,109.472,109.468,2.2695145788615,0.6723039315184,2.2819057836826,0.070675274289895,2.861477137997,0.19331991289242
285,EVOLUX,-4.2896298076923,0.0,2.816,109.799,180.0,76.607,76.607,180.0,2.32,2.193,3.088,131.651,131.651,145.983,84.583,109.209,103.393,103.393,2.1828570996948,0.78583387704528,2.1832060582345,-0.20702731048818,2.916074674634,1.0159982736
291,NURYAB,-1.0158028846154,0.0,2.819,135.163,180.0,69.755,69.755,180.0,2.026,1.496,2.728,120.792,120.792,143.574,107.256,130.742,110.245,110.245,1.4285169669713,1.4366681158414,1.4286633726476,0.44377580787499,2.0668858938717,1.7804400303617
303,KEJCOT,-4.5996298076923,0.0,2.824,109.856,180.0,70.605,70.605,180.0,2.327,2.198,3.235,149.777,149.777,158.714,84.714,110.259,109.395,109.395,2.1886580871859,0.79038267781867,2.1886524309963,-0.20249576858243,3.03487305398,1.1201654102078
308,SORDUY,-0.72328725961538,89.046,2.826,163.882,117.019,63.027,43.715,139.108,1.859,1.713,2.637,74.236,129.19,134.422,141.187,147.993,105.909,103.324,0.51608903127416,1.7859264015626,1.073675204474,1.3347623591103,1.3976703052855,2.2361320886127
309,BARSIZ01,-1.5827163461538,59.287,2.827,155.542,117.071,67.75,60.168,54.267,1.893,1.882,2.658,34.194,1.9,20.083,132.503,142.163,109.472,109.412,0.78375139754935,1.723131668457,1.3874893724444,1.2715334212493,1.6304628794919,2.0991795536826
311,PIGMOI,-1.5330865384615,63.079,2.828,137.92,94.022,15.214,63.051,95.718,2.012,2.003,2.744,129.003,171.049,178.562,135.3,153.312,101.847,103.801,1.3483771703392,1.4933261554356,1.4088995897294,1.4237313461676,1.2324178828266,2.4516692603386
325,EDEZEV,-1.5963737980769,0.0,2.834,123.677,180.0,67.567,67.567,180.0,2.161,1.81,2.361,72.616,72.616,102.508,96.507,131.9,112.433,112.433,1.7983340300534,1.1982970067357,1.7983400123625,0.20511752713019,1.7573195606518,1.5767526634671
327,JEDCON,-4.1454014423077,0.0,2.834,113.33,180.0,77.793,77.793,180.0,2.29,2.104,3.218,156.57,156.57,163.917,87.652,110.307,102.207,102.207,2.1027676496369,0.90690033170153,2.1022335315699,-0.086198484576247,3.0179901703106,1.1168076521536
336,NOMGUT,-3.3904014423077,86.593,2.839,113.427,162.754,92.508,92.508,93.589,2.294,2.085,3.094,137.555,129.514,118.337,89.001,106.305,99.296,99.296,2.1048995519541,0.91204927289243,2.0846830791786,-0.036351882843682,2.9695617813689,0.86864194386026
343,GLHXCU10,-0.45405889423077,82.324,2.843,152.32,115.267,36.667,57.204,137.369,1.926,1.773,2.522,15.943,31.057,19.35,136.296,172.9,111.408,104.447,0.89469047466619,1.705580532998,1.2250239998241,1.2817352300124,0.31172292433952,2.5026611473472
350,QICTAY,-4.0382872596154,0.0,2.845,118.617,180.0,72.679,72.679,180.0,2.232,1.961,2.726,102.878,102.878,125.936,92.228,120.048,107.321,107.321,1.9593409023043,1.0690216221188,1.9595175570803,0.076236103613273,2.3596425581951,1.3649772882925
351,SOFWUF,-3.1582872596154,80.546,2.845,156.558,127.112,34.556,87.631,78.197,1.906,1.865,2.745,114.439,133.531,98.311,128.054,159.21,101.995,101.481,0.7582459361828,1.7486849631258,1.468557241763,1.1495932444414,0.97432072864074,2.5662665718395
354,YAQNUZ,-1.0906021634615,0.0,2.846,124.116,180.0,72.918,72.918,180.0,2.167,1.808,2.274,69.021,69.021,100.376,97.072,131.507,107.082,107.082,1.7940674097714,1.2154057467348,1.7942451382169,0.22259466297475,1.7029412062614,1.5070060544062
357,BINMOB,-2.7763737980769,0.0,2.849,130.476,180.0,73.571,73.571,180.0,2.102,1.642,2.796,122.656,122.656,143.437,103.084,126.057,106.429,106.429,1.5989450278708,1.3644701527873,1.5993724029953,0.3717148322803,2.2603754336308,1.6456970860515
372,BIPMIZ,-2.9882872596154,54.571,2.857,135.296,125.534,71.124,101.319,141.76,2.064,2.028,2.936,167.413,167.067,156.499,116.034,127.526,105.553,111.398,1.4519090852745,1.466988755273,1.8222264518742,0.89009817328763,2.3284741055962,1.7883803676982
373,AQOXCU,-2.9261730769231,76.073,2.858,134.235,124.958,103.551,127.537,81.439,2.075,2.021,2.629,147.449,121.361,106.911,115.774,117.531,103.609,102.859,1.4867055449803,1.4475260351804,1.8199432003983,0.87877627831202,2.3312943359522,1.2151986336222
374,RUMQOG,-1.2230865384615,0.0,2.858,96.458,81.059,180.0,180.0,81.059,2.571,2.521,2.65,97.017,74.614,74.614,100.133,74.596,98.941,98.941,2.5546859020756,0.2891728578833,2.4816774740239,0.44352893357995,2.5548036858113,-0.7039020719995
376,KITQEM,-0.507515625,82.877,2.859,139.94,91.693,78.89,118.094,130.919,2.027,1.959,2.866,168.472,122.53,125.59,140.987,127.459,109.568,109.568,1.3045558292521,1.551406809436,1.233184042499,1.5221491770933,2.2749985794942,1.7430827471177
379,NAYVIT,-3.5238581730769,0.0,2.86,109.899,180.0,77.33,77.33,180.0,2.366,2.232,2.804,102.495,102.495,123.732,85.172,111.392,102.67,102.67,2.2247357639678,0.80529918696266,2.2240805237346,-0.18785585948946,2.6108233359634,1.0227499735462
384,MEBQUG,-3.9340588942308,85.236,2.866,152.488,129.793,80.647,122.14,89.097,1.948,1.907,2.482,166.534,148.222,115.669,124.946,139.556,107.548,105.345,0.89984816877426,1.7277086771657,1.5631531464045,1.0923375123494,1.6100846418021,1.8889021801653
386,GEBQUC,-1.7073149038462,9.305,2.868,104.345,173.278,63.803,63.803,46.628,2.455,2.407,2.783,94.126,96.926,76.731,80.968,112.096,109.499,109.499,2.3784566351682,0.60825079911509,2.3771551666837,-0.37786547011993,2.5786022700643,1.0468521064693
388,CUGLOH,-0.63040144230769,38.647,2.87,155.508,106.574,34.126,143.157,96.355,1.937,1.74,2.633,136.817,69.904,26.563,148.269,168.984,109.476,109.508,0.80301469850947,1.7627071208734,0.91512151861075,1.4799164186452,0.50312182851203,2.5844839766721
393,EXANAU02,-3.3909723557692,49.554,2.874,114.336,162.82,78.614,87.083,53.642,2.319,2.251,3.019,106.024,99.225,82.684,90.176,112.424,109.521,109.484,2.1129441758568,0.95562958813167,2.2509893799826,0.0069145647432605,2.7907223306345,1.151620542235
394,GOVPUC,-2.3632872596154,44.036,2.874,164.224,95.496,40.617,158.717,73.094,1.905,1.903,2.654,165.494,67.674,3.332,155.994,167.145,97.654,107.517,0.51792600929701,1.8332423868364,0.77420188041521,1.7383959411945,0.59047378757875,2.5874807644082
395,USIMOZ,-0.91462980769231,80.091,2.876,176.411,111.669,81.8,39.857,136.378,1.884,1.729,2.221,37.995,97.124,143.05,151.11,155.566,112.6,96.621,0.11793634831746,1.880305033165,0.83533104124407,1.5138239830093,0.91870502888636,2.0220835961698
396,ZORDOB,-0.16308653846154,55.651,2.877,109.036,91.311,140.299,132.84,90.602,2.395,2.185,2.891,137.081,111.081,108.911,110.319,90.343,98.343,110.5,2.2640266191867,0.78115841390465,2.0490358290966,0.75873392640539,2.8909481964199,0.017306808381768
399,WOHZUP,-2.292515625,85.752,2.881,174.672,115.771,78.887,135.354,61.405,1.891,1.792,2.324,150.698,126.986,66.394,144.052,153.182,101.801,101.813,0.17559292602069,1.8828298182076,1.0519949794545,1.4507138116123,1.0484910352227,2.0740401512646
403,XIFMIK,-4.1852007211538,0.0,2.884,111.143,180.0,71.117,71.117,180.0,2.373,2.217,2.988,115.062,115.062,133.115,86.456,113.203,108.883,108.883,2.2132569904645,0.85593369729205,2.2127602584041,-0.13704393028277,2.7463147572005,1.1772422241759
405,IGOLEX,-4.6480865384615,0.0,2.885,113.906,180.0,70.253,70.253,180.0,2.336,2.136,3.082,127.405,127.405,142.763,88.753,114.577,109.747,109.747,2.1355981198155,0.94663439122,2.1354941267074,-0.04648478028659,2.8027804824245,1.2818523968618
406,ARAZIE,-3.5367439903846,79.995,2.886,119.073,148.794,49.546,49.546,108.159,2.27,1.914,3.071,134.003,149.023,135.504,97.617,124.678,109.467,109.467,1.983982964979,1.1030465061244,1.8971113527603,0.25370162638062,2.5254754465248,1.7472878323276
408,HOTQIR,-3.0959723557692,0.0,2.887,109.688,180.0,72.415,72.415,180.0,2.397,2.264,2.734,93.477,93.477,115.688,85.299,113.897,107.585,107.585,2.2568740771729,0.80754467355363,2.2563838056733,-0.18554816489327,2.4996283069741,1.1075262195423
411,ELADOM,-3.1973149038462,0.0,2.888,107.221,180.0,70.488,70.488,180.0,2.433,2.34,2.867,101.021,101.021,121.175,83.311,111.532,109.512,109.512,2.3239284039235,0.72030949836676,2.3240716911556,-0.27256334010465,2.6669198968558,1.0522486701129
412,JEYRUB,-0.30520072115385,0.0,2.888,94.57,70.606,180.0,180.0,70.606,2.634,2.516,2.74,90.246,69.351,69.351,102.386,73.396,109.394,109.394,2.625625813031,0.20986922105257,2.4574393927933,0.5396736335489,2.6257491988546,-0.78296944047293
414,TUYFAV,-1.622515625,0.0,2.888,114.447,180.0,82.477,82.477,180.0,2.332,2.123,2.247,67.118,67.118,94.644,89.251,119.164,97.523,97.523,2.1229233341679,0.96510129895537,2.1228186021295,-0.027752161228163,1.9621442961548,1.0949880186866
416,ASUFOK,-0.77348798076923,0.0,2.889,137.024,180.0,75.45,75.45,180.0,2.082,1.515,2.673,113.039,113.039,139.268,110.48,131.531,104.55,104.55,1.4192826430599,1.5232730481135,1.4192434820912,0.53006880547879,2.0010000462562,1.7722662934454
425,EJAYOE,-1.612515625,67.9,2.895,179.535,110.912,53.512,21.623,128.142,1.902,1.809,2.613,22.29,24.131,123.109,148.767,162.509,109.296,110.612,0.015436046050596,1.9019373618714,0.93800191636865,1.5468139529008,0.78535279216735,2.4921857859788
431,SATGOK,-4.0952007211538,0.0,2.897,105.319,180.0,69.586,69.586,180.0,2.472,2.408,3.449,168.35,168.35,171.614,81.885,106.845,110.414,110.414,2.3841694983885,0.65308483595454,2.383888060127,-0.33991427858197,3.3010109883206,0.9994635836222
436,YETGEK,-2.2909723557692,84.329,2.901,156.926,91.564,78.778,54.33,152.943,1.961,1.943,2.621,101.235,179.444,165.794,156.121,139.642,112.418,102.558,0.76855448163068,1.8041189009501,0.78653896732143,1.7766838359384,1.6972586659336,1.9972365961281
438,QIBPID,-1.0540588942308,69.065,2.902,141.423,130.891,112.309,107.308,71.761,2.059,1.7,2.361,158.3,126.24,106.24,124.379,121.479,109.548,109.282,1.2839220316705,1.6096661817256,1.4030448739261,0.95992972750593,2.0135354378342,1.2328811948383
443,ISOROZ,-4.3373149038462,0.0,2.906,108.393,180.0,70.479,70.479,180.0,2.436,2.322,3.255,137.013,137.013,149.038,84.451,109.76,109.521,109.521,2.3115558885436,0.7686386499126,2.3111187968375,-0.22453041420834,3.0633359109342,1.1004535868364
444,ODAZIC,-0.0094290865384615,21.474,2.906,107.993,61.054,40.36,165.79,74.059,2.441,2.261,2.995,60.853,40.075,26.334,123.101,120.293,108.516,98.979,2.321621095361,0.75402684937267,1.8940604677724,1.2347695916331,2.586054265602,1.5107442984707
445,PEWTAO,-0.98385817307692,36.886,2.906,167.932,99.351,23.771,26.016,120.721,1.927,1.878,2.818,2.85,110.713,172.887,156.584,172.449,108.91,102.253,0.40288257850656,1.8844136032028,0.74632501357927,1.7233348409714,0.37030955662567,2.793563106907
448,IQEHER,-2.2806021634615,0.0,2.91,132.384,180.0,72.213,72.213,180.0,2.147,1.65,2.943,136.821,136.821,152.693,105.987,126.503,107.787,107.787,1.5858678362079,1.4472844247352,1.5861849486895,0.45444175484984,2.3656590782651,1.7506873294286
449,KEFTUN,-3.5002007211538,0.0,2.91,108.817,180.0,70.555,70.555,180.0,2.433,2.313,2.901,103.254,103.254,123.152,84.837,112.614,109.445,109.445,2.3029649095095,0.78475577447246,2.3036155088758,-0.20814559151422,2.677960352916,1.1154951134855
450,MARTEG,-2.5867439903846,0.0,2.91,112.663,180.0,71.211,71.211,180.0,2.379,2.197,2.566,80.945,80.945,105.334,88.011,118.812,108.789,108.789,2.1953105211975,0.91665299624212,2.1956763268848,-0.076252656069937,2.2483439867584,1.2366508469278
451,MEPDER,-3.0311730769231,82.088,2.91,146.523,116.973,126.32,101.78,89.558,2.03,1.931,2.035,163.962,159.37,136.801,130.057,122.885,109.303,106.72,1.119752461184,1.6932378526575,1.4779962725904,1.2426938553839,1.7089157483433,1.1049126504228
453,EVORIR,-3.6109723557692,0.0,2.911,115.359,180.0,70.438,70.438,180.0,2.344,2.118,2.73,94.394,94.394,117.468,90.298,119.312,109.562,109.562,2.1181368505782,1.0039085029139,2.1179713527958,0.011015840254535,2.3804692473887,1.336512686897
454,GEQZAG,-3.5894290865385,0.0,2.911,104.216,180.0,78.876,78.876,180.0,2.504,2.456,3.248,130.356,130.356,144.003,81.144,104.374,101.124,101.124,2.4273195306158,0.61492755369329,2.4267205098415,-0.37810523285784,3.1463243263653,0.80631707988981
456,ESOPIN,-0.84597235576923,0.0,2.913,106.803,70.53,180.0,180.0,70.53,2.467,2.378,2.378,88.106,64.76,64.76,116.037,83.238,109.47,109.47,2.3616698624116,0.71316510078438,2.1366586138566,1.0438265985462,2.3614581996789,-0.27999851994097
457,VATHIK,-3.1294290865385,72.506,2.914,115.122,137.053,35.815,51.991,108.003,2.351,2.085,3.087,136.102,154.586,143.612,97.473,125.738,105.518,109.445,2.1286091565791,0.99811024367438,2.0672905527409,0.27117295320202,2.5057065680186,1.8030539634156
458,AZATEC,-3.6552007211538,0.0,2.916,102.977,180.0,75.847,75.847,180.0,2.528,2.5,3.475,158.737,158.737,164.668,80.206,103.489,104.153,104.153,2.4634356065909,0.56768742471551,2.4635642934436,-0.4252657663978,3.3791411546747,0.81057390581218
462,TAZZUR,-0.084058894230769,32.131,2.919,131.606,148.913,99.345,40.142,137.171,2.163,1.775,2.041,85.213,103.013,138.538,109.278,128.675,109.507,109.555,1.6173368757299,1.4362417729631,1.6754718279988,0.58601975528334,1.5934151222364,1.2754251245089
466,GEVJOH,-1.0248305288462,0.0,2.922,135.722,180.0,72.896,72.896,180.0,2.127,1.577,2.518,88.749,88.749,121.689,109.644,136.129,107.104,107.104,1.4849446896549,1.5228487346633,1.4852179167112,0.53014784718983,1.7450672560989,1.8152311895986
467,IMOQIL,-3.942515625,0.0,2.926,125.357,180.0,73.713,73.713,180.0,2.237,1.849,2.823,111.261,111.261,133.523,99.382,123.855,106.287,106.287,1.824412891438,1.2944831406994,1.8242667096541,0.30141660877918,2.3443605787701,1.5726736713981
469,YIDXUF,-4.0880865384615,0.0,2.929,111.142,180.0,79.893,79.893,180.0,2.421,2.261,3.259,141.859,141.859,153.14,86.96,108.746,100.107,100.107,2.2580410198404,0.87320773743589,2.2578182168108,-0.11990788062987,3.0861184187716,1.0473557682655
470,APOLIB,-4.2604014423077,0.0,2.93,124.788,180.0,67.579,67.579,180.0,2.248,1.869,3.031,129.955,129.955,146.07,98.911,123.235,112.421,112.421,1.8462120850173,1.2825774585326,1.8464414415661,0.28950820863558,2.5352183298272,1.6612131170046
472,INUVOC,-1.5715432692308,1.028,2.931,103.93,176.036,78.248,78.248,27.486,2.529,2.484,2.774,89.794,88.192,66.697,81.161,107.002,105.715,105.715,2.4546235399252,0.60882204070234,2.4545000616176,-0.38168763081794,2.6527610808197,0.81113170822528
473,JIPQIL,-4.4623149038462,0.0,2.931,112.06,180.0,70.515,70.515,180.0,2.41,2.235,3.166,128.982,128.982,143.439,87.749,112.985,109.485,109.485,2.2335664525414,0.90514137132363,2.2332753642067,-0.087784666243096,2.9146421263316,1.2362917436485
474,NUNTIZ,-1.7640588942308,0.0,2.931,132.604,180.0,70.77,70.77,180.0,2.167,1.664,2.519,84.394,84.394,116.224,106.542,135.394,109.23,109.23,1.5950199826258,1.4669015832783,1.595129175173,0.47377095152812,1.76891135548,1.7934083797211
475,UDUDOP,-0.97194471153846,0.0,2.931,137.38,180.0,71.718,71.718,180.0,2.122,1.545,2.632,99.967,99.967,130.098,111.583,135.353,108.282,108.282,1.436875960316,1.5614965496811,1.4366733597081,0.56832618935337,1.849603507737,1.8725359446929
476,QAMFER,-0.42308653846154,73.83,2.932,152.062,90.194,70.598,42.719,152.561,2.017,1.935,2.352,25.665,95.928,152.187,156.861,153.909,111.513,111.502,0.94499646312944,1.7819289224525,0.76038365325758,1.7793374328268,1.0344051372852,2.1123233682271
477,QEKTEF,-0.88942908653846,38.677,2.932,98.785,66.359,146.026,160.775,86.402,2.611,2.57,3.09,81.707,61.076,66.732,108.064,82.101,97.033,101.997,2.5803687902546,0.3987704932414,2.4433266217135,0.79690339416139,3.0606816534172,-0.42465022834726
478,OBARER,-1.0430865384615,26.705,2.935,138.263,77.654,41.74,171.414,74.772,2.119,2.079,2.803,96.648,53.219,28.334,149.618,145.925,109.43,109.533,1.4106445201109,1.5812156835426,1.0514808040133,1.7934963392189,1.5704582017244,2.3217385805979
479,IDUQII,-3.3311730769231,0.0,2.937,129.23,180.0,76.275,76.275,180.0,2.207,1.756,2.797,113.439,113.439,136.362,103.25,125.671,103.725,103.725,1.7095718901587,1.39578399202,1.7092539778565,0.40247588645976,2.2722234465591,1.6310149014975
481,NABRUF,-0.42097235576923,77.422,2.937,153.719,78.684,86.004,109.559,14.85,2.013,2.011,2.287,169.359,83.313,34.264,174.072,145.033,98.157,98.868,0.89130382106356,1.8049228511373,0.20769332089209,2.0002461059722,1.3106900910604,1.8741559394021
482,AVUNOV,-0.25808653846154,80.979,2.939,124.395,52.005,91.874,161.152,74.302,2.262,2.242,2.989,51.905,35.739,48.772,147.411,114.623,111.368,111.759,1.8665182486424,1.277792482168,1.2075614583294,1.8890101440589,2.7172070316897,1.2453541451876
