,Refcode,ΔE,P1/P2,O…O,O-H-O,O_H1-O_H3,O_H1-O_H4,O_H2-O_H3,O_H2-O_H4,min H…O,min H…H,H1…H4,H-O-H-H3,H-O-H-O,H-O-H-H4,O-H1-H3,O-H1-H4,H1-O-H2,H3-O-H4,R(H1O),r(H1O),R(H1H3),r(H1H3),R(H1H4),r(H1H4)
1662,XECRAZ,1.9165432692308,0.0,3.6,116.284,74.767,180.0,180.0,74.767,3.048,2.4,2.756,6.302,4.097,4.097,132.163,97.438,105.233,105.233,2.7328676586973,1.3497178816503,1.7789717280496,1.6109809405453,2.7328097036284,0.3567732105334
1664,BATPIX,0.63077163461538,63.858,3.603,110.654,59.668,111.694,52.944,69.354,3.131,2.676,2.996,177.65,174.664,156.47,126.87,104.246,106.896,108.06,2.9297628560794,1.1043779276757,2.1407971317254,1.605603824359,2.9038672838911,0.73727253953114
1665,CEYZEL,1.6086574519231,58.094,3.603,112.01,65.04,148.203,143.973,61.346,3.111,2.54,2.934,33.376,34.348,24.016,128.606,96.3,103.862,109.058,2.8842655267602,1.1659045291715,1.9848960444626,1.5848620421592,2.9162814433055,0.32196046874113
1670,XENFUR,0.19577163461538,0.0,3.603,109.877,70.621,180.0,180.0,70.621,3.142,2.65,2.956,48.679,34.906,34.906,121.833,91.462,109.379,109.379,2.9548143708121,1.0682864943647,2.2514109753096,1.3977298094609,2.955037722458,0.07541922069344
1671,ADEJOJ,1.0415432692308,0.0,3.604,116.859,75.356,180.0,180.0,75.356,3.045,2.49,2.744,36.651,24.465,24.465,130.8,98.021,104.644,104.644,2.716508617768,1.3757201494461,1.8849176885729,1.6270173039354,2.7171554277563,0.38288690420848
1674,JETROS,1.5336574519231,0.0,3.604,112.044,70.506,180.0,180.0,70.506,3.112,2.474,2.89,14.493,9.834,9.834,127.294,93.471,109.494,109.494,2.8845000532003,1.1679911999186,1.9681583783033,1.4990092054136,2.88469849733,0.17497022461583
1676,XANVUE,1.0773149038462,85.68,3.604,125.299,92.403,113.703,84.412,141.892,2.938,2.236,2.758,62.246,75.241,96.921,137.765,118.081,103.929,99.352,2.3978418705426,1.6977038504617,1.5029788184805,1.6555212687244,2.4333365442474,1.2982439148442
1677,XUJDIQ,1.9236574519231,0.0,3.604,121.003,75.866,180.0,180.0,75.866,2.99,2.399,2.621,7.394,4.623,4.623,137.999,102.052,104.134,104.134,2.5628495932678,1.540098036583,1.6052754402177,1.78277641925,2.5632292370227,0.54726307976312
1680,DIDSIS,1.0207716346154,0.0,3.605,111.057,69.435,180.0,180.0,69.435,3.128,2.545,2.922,29.862,20.736,20.736,125.355,92.564,110.565,110.565,2.9191229410762,1.1238795553273,2.0756574895909,1.472640820399,2.9190747127676,0.13071656850219
1681,LESZOA,0.42,72.56,3.606,102.387,56.239,94.714,136.922,112.6,3.26,3.061,4.189,112.895,98.884,102.725,114.122,98.479,106.148,108.123,3.1841103788073,0.69931473284316,2.7937052835719,1.2509723372411,4.1432141123269,0.6176550974573
1682,MUYJIA,1.4394290865385,89.258,3.606,119.446,77.052,32.016,88.604,87.822,3.013,2.391,3.872,79.956,85.56,80.978,135.436,126.863,106.126,102.611,2.6237788750684,1.4811999914748,1.6777779348212,1.7035087911211,3.0978796597729,2.3228270735389
1688,WIKGON,1.1157716346154,0.0,3.607,117.915,68.386,180.0,180.0,68.386,3.033,2.547,2.714,25.043,16.66,16.66,134.53,99.054,111.614,111.614,2.6800895103652,1.4199328210977,1.8157139081587,1.7861668465513,2.6801848245692,0.42708934211588
1689,XAFVOP,1.7986574519231,0.0,3.607,115.94,72.869,180.0,180.0,72.869,3.061,2.432,2.774,1.36,0.891,0.891,132.13,97.162,107.131,107.131,2.7526122532531,1.3389722862108,1.8036312818946,1.6314221400273,2.7523561625315,0.34584903437059
1690,XEGPUV,1.0794290865385,0.0,3.607,118.594,79.058,180.0,180.0,79.058,3.025,2.457,2.694,39.838,26.235,26.235,131.757,99.713,100.942,100.942,2.6560501248015,1.4477647372904,1.8328630730355,1.6362951920429,2.6553820883734,0.45451288732662
1691,IYERIP02,1.5536574519231,0.0,3.608,113.966,72.96,180.0,180.0,72.96,3.089,2.455,2.835,18.825,12.594,12.594,129.02,95.298,107.04,107.04,2.8226869901584,1.2547346953003,1.9073539188502,1.5456474462978,2.8228886586424,0.26177207816748
1692,OLAKAP,1.4144290865385,58.58,3.608,114.344,68.376,73.534,63.888,163.808,3.084,2.503,3.713,138.474,135.55,149.883,130.839,114.72,108.945,103.893,2.8097922696978,1.2712684221463,1.8936449278901,1.6368011140869,3.3727490678702,1.552717851118
1694,RIWYIG,1.4657716346154,0.0,3.608,120.071,69.394,180.0,180.0,69.394,3.006,2.501,2.652,6.527,4.2,4.2,137.915,101.162,110.606,110.606,2.6014078722864,1.5062247780481,1.6762511002595,1.8561204833951,2.6018341333622,0.51338401072807
1697,CAXDIO01,1.7457716346154,0.0,3.609,112.827,72.193,180.0,180.0,72.193,3.106,2.443,2.871,6.606,4.429,4.429,128.135,94.237,107.807,107.807,2.8627394367631,1.2049725794396,1.9215610703672,1.5085927392273,2.8631534826784,0.21211585189805
1698,YEYRUQ,0.61077163461538,87.781,3.609,120.171,84.056,151.15,97.272,43.429,3.007,2.57,3.095,21.115,40.937,36.546,128.904,101.961,108.561,103.688,2.5996395825786,1.5112653773214,1.9999722178021,1.6140046864925,3.027804130404,0.64142587093776
1699,IYORET,1.9236574519231,0.0,3.61,116.724,77.272,180.0,180.0,77.272,3.053,2.387,2.753,14.852,9.628,9.628,131.815,97.932,102.728,102.728,2.7268880032498,1.3729132593621,1.7790346240358,1.5914788111947,2.7266607970529,0.37990774908487
1700,JABYER,0.48731490384615,85.167,3.61,131.965,86.829,107.343,65.198,145.471,2.87,2.359,3.24,158.472,140.41,156.161,146.827,120.064,104.372,103.132,2.1339983596686,1.9191016129772,1.2907713096402,1.9745354963154,2.8041110007768,1.6231332340022
1701,MATLAV,1.7057716346154,0.0,3.61,111.324,72.013,180.0,180.0,72.013,3.128,2.447,2.917,8.071,5.463,5.463,126.164,92.839,107.987,107.987,2.9138539530041,1.1374705009635,1.975539547503,1.4439710856702,2.9134198345635,0.14447791378628
1702,MEWCIC,1.7630865384615,70.311,3.61,132.142,135.604,63.845,63.845,136.956,2.867,2.196,2.708,43.699,62.032,75.397,123.566,150.706,99.416,99.416,2.1258351821669,1.9236719518311,1.8298158650969,1.2141622213855,1.325000369709,2.3617023564097
1705,PIGNAV,0.79154326923077,74.49,3.611,116.678,81.681,76.433,124.178,33.408,3.054,2.387,3.749,24.854,35.814,22.5,129.392,115.335,104.618,102.558,2.7288829135534,1.3711725070596,1.8447265700678,1.5148441773614,3.3884261396718,1.604234800766
1706,RURHIX,1.8586574519231,11.923,3.611,115.233,75.904,169.68,169.68,75.904,3.074,2.408,2.867,5.21,0.0,3.365,130.153,96.685,100.728,109.065,2.7806840570655,1.3104473185831,1.8404951865943,1.5527528676911,2.8475077252334,0.3337495389305
1707,SORDUY,1.9186574519231,14.126,3.611,122.231,83.654,164.528,169.947,64.766,2.983,2.293,2.758,10.186,8.233,3.599,137.864,103.286,105.014,105.67,2.5233338050387,1.5909354192892,1.538356923865,1.700384360901,2.684182283013,0.6338213246326
1708,BETTOM,1.1786574519231,44.283,3.612,97.157,53.471,68.009,56.233,136.034,3.351,2.884,4.312,131.053,140.588,138.919,110.471,100.548,109.48,109.413,3.3248906280201,0.41749648106779,2.7018734537186,1.0086306757634,4.2391353637454,0.78935123224295
1709,GOCVAW01,2.1244290865385,0.0,3.612,117.754,81.343,180.0,180.0,81.343,3.041,2.342,2.724,18.298,11.721,11.721,131.958,98.934,98.657,98.657,2.6911485481426,1.4161216373708,1.7415934606973,1.5658276462166,2.6909521182891,0.42302800980033
1710,ITIJEC,0.75865745192308,0.0,3.612,110.963,72.291,180.0,180.0,72.291,3.136,2.558,2.931,38.003,26.532,26.532,123.832,92.521,107.709,107.709,2.9284333524127,1.121951024099,2.1248631854534,1.4241911539905,2.9281632818801,0.1289216608996
1711,KONTIQ03,0.018657451923077,0.0,3.612,110.95,105.005,0.0,0.0,105.005,3.136,2.672,3.612,105.133,123.562,123.562,108.872,125.826,105.005,105.005,2.9286878396446,1.1212865547744,2.5283627435876,0.86427185354967,2.9286034239062,2.1141962977654
1712,NOZKIY,1.4407716346154,0.0,3.613,109.157,69.278,180.0,180.0,69.278,3.164,2.503,2.989,14.919,10.33,10.33,123.726,90.866,110.722,110.722,2.9887869059359,1.0382913034914,2.0817507469334,1.3897204134797,2.9886585884803,0.045175673795191
1713,UMAQAA,1.9165432692308,0.0,3.613,115.878,75.366,180.0,180.0,75.366,3.067,2.405,2.781,7.672,5.008,5.008,131.376,97.142,104.634,104.634,2.7594579014299,1.3386116278579,1.8046831724233,1.58969923167,2.7594224063998,0.34575856180068
1714,WEVQET,1.4515432692308,0.0,3.613,114.769,77.601,180.0,180.0,77.601,3.083,2.431,2.815,28.698,19.121,19.121,128.242,96.088,102.399,102.399,2.7993772293637,1.2916563504741,1.9093155804311,1.5047508146943,2.7991239016888,0.29854712022458
1715,BPIMAC03,1.6144290865385,0.0,3.614,117.285,78.096,180.0,180.0,78.096,3.05,2.415,2.741,26.454,17.265,17.265,131.594,98.501,101.904,101.904,2.7106486929399,1.3981715429315,1.8061002844013,1.6031926779665,2.7108854099375,0.40519290984402
1716,DADHEX,1.9415432692308,0.0,3.614,116.806,75.383,180.0,180.0,75.383,3.056,2.404,2.755,3.205,2.076,2.076,132.656,98.038,104.617,104.617,2.7275979547925,1.3781674052929,1.7679861429942,1.6289386109306,2.7279336343514,0.38523121183812
1720,SUZNAE,1.5036574519231,0.0,3.614,114.392,73.966,180.0,180.0,73.966,3.089,2.456,2.827,22.098,14.765,14.765,129.121,95.736,106.034,106.034,2.8132799751303,1.2756867881776,1.905402131666,1.5496382534781,2.812845123674,0.28254435089624
1722,IGAQEM,1.8667439903846,71.75,3.615,132.9,110.516,91.544,91.544,142.366,2.865,2.01,3.391,104.13,93.87,110.709,142.861,124.549,109.918,109.918,2.0987354050258,1.9502652895673,1.213538999706,1.6023180384033,2.7929682935075,1.9230728305142
1724,XOSPUR,1.4257716346154,0.0,3.615,111.118,67.582,180.0,180.0,67.582,3.137,2.52,2.93,10.453,7.191,7.191,126.775,92.685,112.418,112.418,2.9263203111319,1.1302293734712,2.0185015235332,1.5086588744623,2.9267833673892,0.13725567519788
1729,MIGDEM,1.6686574519231,0.0,3.616,119.655,72.573,180.0,180.0,72.573,3.02,2.458,2.672,8.029,5.139,5.139,136.793,100.811,107.427,107.427,2.6244415440323,1.4942244081655,1.6828356840783,1.7915993024091,2.6245753613657,0.50118676410326
1730,OXOJUH,1.9386574519231,0.0,3.617,114.884,75.112,180.0,180.0,75.112,3.085,2.407,2.815,0.297,0.195,0.195,130.187,96.222,104.888,104.888,2.798593395024,1.298114020157,1.8388094980355,1.553199481694,2.7984180226808,0.30509272416024
1731,RETFUS,1.5507716346154,0.0,3.617,110.93,69.782,180.0,180.0,69.782,3.141,2.488,2.936,9.477,6.479,6.479,126.083,92.518,110.218,110.218,2.933749151849,1.1220503170648,2.0107136900241,1.4653240108419,2.9331652005329,0.12898800867935
1732,SIMBEW,1.8786574519231,0.0,3.617,117.758,74.705,180.0,180.0,74.705,3.046,2.418,2.729,1.645,1.061,1.061,134.037,98.976,105.295,105.295,2.6954742907277,1.4186382019478,1.7382785820582,1.6808068214871,2.69558006851,0.42578057054274
1734,KANZII,0.79365745192308,59.997,3.618,116.681,98.542,59.787,26.448,99.49,3.062,2.459,3.158,141.573,160.007,178.246,119.943,126.415,112.624,112.624,2.7359592781004,1.3749075709212,2.1307785668109,1.2273808289278,2.5413639084851,1.8746822356467
1736,APENOA,0.13288581730769,52.287,3.619,111.102,50.31,54.224,133.127,74.787,3.141,2.802,4.109,58.635,55.759,55.817,129.038,114.612,107.015,104.13,2.9303675804814,1.1308522641192,2.1763930033566,1.7647995622564,3.7356928443199,1.7112802146046
1737,DIZXOB,0.99288581730769,61.785,3.619,94.51,44.394,104.217,78.274,131.782,3.403,3.089,4.197,173.666,176.903,175.073,108.444,90.324,110.156,106.209,3.3924630353775,0.26758840333165,2.9303283588865,0.97729049371491,4.1969328953568,0.023733349371402
1740,QULCOR,1.7965432692308,0.0,3.619,116.346,76.885,180.0,180.0,76.885,3.067,2.409,2.773,18.003,11.759,11.759,131.196,97.629,103.115,103.115,2.7484320016569,1.3611063633192,1.8126782894577,1.5866563644749,2.7484547137252,0.36813813521781
1741,YOVSUZ,1.5086574519231,55.011,3.619,112.488,71.715,136.673,159.463,59.4,3.12,2.465,2.941,32.551,29.015,15.494,127.638,99.221,109.927,104.668,2.8827541431886,1.1933685725411,1.9519960456478,1.505302772792,2.9029952194069,0.47127460795222
1743,CUKPIH,1.3252007211538,74.975,3.62,134.745,92.016,18.242,104.44,92.016,2.852,2.231,3.74,62.879,68.439,64.517,152.131,142.076,106.604,106.604,2.0256239015315,2.0076732327609,1.0428844807176,1.9722456641804,2.2986626318554,2.9502118745798
1745,CIWSEJ,0.22577163461538,0.0,3.621,105.977,107.044,0.0,0.0,107.044,3.22,3.134,3.621,82.245,99.936,99.936,100.947,121.262,107.044,107.044,3.0956186978449,0.88630969618598,3.0769714370359,0.59514937256581,3.0952423883092,1.8791262750582
1746,QANSEF,1.0123149038462,84.797,3.621,125.398,69.856,40.078,93.585,83.919,2.955,2.529,3.858,90.049,90.977,84.157,144.279,129.827,107.028,103.441,2.4087623871602,1.7116917836463,1.4765283664539,2.053218201521,2.9628737601348,2.470939716283
1749,GOJPUQ,2.2765432692308,0.0,3.622,118.663,80.375,180.0,180.0,80.375,3.04,2.345,2.708,5.28,3.344,3.344,133.845,99.89,99.625,99.625,2.6674665306035,1.4581571616634,1.6912524522963,1.6244045501666,2.6677572743338,0.46511839916235
1750,QACFEH,0.19442908653846,50.468,3.622,130.686,79.964,34.185,130.795,68.493,2.896,2.424,3.813,23.949,35.303,28.89,148.239,135.276,102.637,103.329,2.1960184140564,1.8879404453333,1.2759382597418,2.0610088688133,2.6831790452469,2.709154704174
1753,XIJSIS,2.2565432692308,0.0,3.622,117.227,79.989,180.0,180.0,79.989,3.058,2.347,2.75,3.514,2.251,2.251,132.048,98.496,100.011,100.011,2.7191762672525,1.3990869978707,1.7428446367654,1.5719101666756,2.7198219949871,0.40628600220116
1754,ZZZSQK03,1.6507716346154,15.559,3.622,110.835,70.418,167.952,174.647,70.418,3.148,2.479,2.938,10.972,9.278,5.238,125.861,92.899,108.987,108.987,2.9421478082417,1.1196741822775,2.0090822071458,1.4522498700052,2.9342400652535,0.14859084581784
1755,IGOLEX,1.1536574519231,76.061,3.623,110.407,64.473,45.914,106.511,87.745,3.155,2.57,4.057,87.444,85.315,81.717,126.49,116.199,109.265,109.253,2.9569902956029,1.1001060820259,2.0661789078529,1.5283339689819,3.6402084673642,1.7911257114257
1757,LIKMAV,1.7502007211538,74.1,3.623,123.078,85.884,118.149,132.675,31.141,2.984,2.314,2.858,72.435,62.62,43.053,137.278,113.952,104.144,103.465,2.500378175395,1.6286082954499,1.569914340972,1.6999896946777,2.6118858562301,1.160265604948
1758,NEYTAP,1.9257716346154,0.0,3.623,113.047,75.34,180.0,180.0,75.34,3.117,2.41,2.877,2.688,1.788,1.788,127.637,94.532,104.66,104.66,2.8682136065002,1.2202621470352,1.9084680673407,1.4716825866813,2.8680046521931,0.22732864975343
1760,XILGUU,1.5802007211538,86.317,3.623,120.527,84.494,88.654,23.048,112.954,3.016,2.297,3.322,162.087,166.284,174.254,135.111,117.914,106.532,106.532,2.597951917174,1.531960128741,1.6210745955257,1.6273678612229,2.9354895085894,1.5551801647917
1761,ZEVQUO,1.5886574519231,0.0,3.623,117.299,72.607,180.0,180.0,72.607,3.058,2.468,2.748,14.342,9.387,9.387,133.525,98.57,107.393,107.393,2.7174159761663,1.4025029099707,1.7894825101477,1.6996400636239,2.7173173214973,0.4095003959593
1762,MEYKIK,1.1894290865385,80.623,3.624,119.559,93.132,80.21,35.316,75.89,3.03,2.366,3.077,166.049,177.438,155.87,127.502,122.719,98.44,109.354,2.6356399376616,1.4947582142283,1.8770237249999,1.4403950624004,2.5887772876754,1.6631780285994
1763,OREHUQ,0.515,71.928,3.624,104.596,42.317,111.15,76.939,120.333,3.244,2.918,3.213,131.618,131.641,148.478,122.129,98.216,106.063,101.714,3.1393056285299,0.81749383525525,2.4711166101537,1.5518719982726,3.1800229336889,0.45915481181489
1765,RABNOT,1.1165432692308,0.0,3.624,120.972,72.127,180.0,180.0,72.127,3.012,2.531,2.641,30.448,19.759,19.759,137.113,102.169,107.873,107.873,2.5825457069894,1.55003279685,1.7224838007421,1.8544569437388,2.581656964879,0.55671205815201
1766,WETCIH,0.46,71.876,3.624,107.096,51.754,83.723,124.403,125.436,3.205,2.866,4.005,92.913,84.059,93.687,122.908,105.214,102.389,102.053,3.0633823968421,0.94218538022947,2.406133146674,1.5570739483007,3.8646343650549,1.0510120001394
1767,YOFYUO,0.91942908653846,59.654,3.624,119.862,84.685,164.874,120.263,85.478,3.026,2.3,2.864,46.006,51.262,55.039,134.022,101.03,96.54,107.303,2.624229409885,1.5066837771392,1.6538679405974,1.5983494095673,2.8110937333607,0.5479489230397
1770,COVPIN01,1.6586574519231,0.0,3.625,112.967,76.341,180.0,180.0,76.341,3.121,2.43,2.882,20.179,13.527,13.527,126.699,94.471,103.659,103.659,2.8735975364412,1.2178169807319,1.948340161395,1.4521951024209,2.8732298369601,0.22466487042361
1772,ECAQII,1.2486574519231,3.055,3.625,96.079,45.537,54.278,54.278,153.964,3.382,2.892,4.26,162.765,167.132,169.448,111.373,102.721,99.697,99.697,3.362982422694,0.35815251590796,2.6931103829218,1.053954679006,4.1554336164726,0.93806793948483
1774,HOMPRO11,1.6186574519231,0.0,3.625,111.397,71.194,180.0,180.0,71.194,3.143,2.476,2.931,8.899,6.051,6.051,126.335,93.006,108.806,108.806,2.9263684719571,1.1466545104501,1.9945826332781,1.4670433255447,2.9269670866531,0.15370319986684
1775,UFABEJ,0.058657451923077,48.454,3.625,113.839,76.173,169.895,58.809,66.403,3.108,2.4,2.901,132.487,131.596,128.231,128.475,95.507,108.02,106.242,2.842840269325,1.2561541319059,1.8789112934311,1.4932154403893,2.8876103798763,0.27840131829854
1777,JOQLEI,2.737515625,52.176,3.626,143.468,117.739,58.794,37.38,71.095,2.78,1.947,3.419,119.332,130.749,106.852,155.522,143.488,106.713,106.713,1.6548551934575,2.2337981754596,0.80672740206014,1.7720044861019,2.0342746840394,2.7479606092294
1778,JUSLUG,0.20865745192308,84.079,3.626,126.428,80.341,76.41,102.648,150.133,2.948,2.516,3.092,28.808,47.478,70.96,139.645,129.91,107.388,107.167,2.3719717137302,1.7505582507485,1.6291643215472,1.9173105156436,2.3717284512688,1.9837762357288
1779,LOHCAO,2.2944290865385,6.558,3.626,116.608,80.651,175.573,175.573,80.651,3.071,2.343,2.789,9.363,7.54,5.98,130.989,97.945,97.947,100.431,2.745755638833,1.37545155197,1.768579624777,1.5368067903363,2.762228972061,0.38550240713473
1780,ODOWUC,1.4444290865385,0.0,3.626,119.713,78.027,180.0,180.0,78.027,3.029,2.444,2.68,30.62,19.78,19.78,134.327,100.939,101.973,101.973,2.6307442814297,1.5013412422648,1.7483484766094,1.7077510369892,2.631303789065,0.50856697656485
1783,ECEZUH,1.6707716346154,0.0,3.627,112.392,71.291,180.0,180.0,71.291,3.131,2.471,2.901,2.94,1.985,1.985,127.704,93.944,108.709,108.709,2.8949201955858,1.1927271528685,1.9550078516817,1.5112198052775,2.8941297144676,0.19953494890811
1784,EREVAZ,1.6586574519231,0.0,3.627,111.241,71.062,180.0,180.0,71.062,3.147,2.474,2.937,3.522,2.395,2.395,126.239,92.872,108.938,108.938,2.9332078922994,1.1401317733282,1.9954247708382,1.4625170029526,2.9333110172775,0.14715799644788
1786,TINDUR,1.3157716346154,28.153,3.627,116.835,79.607,151.1,167.311,67.049,3.069,2.464,2.798,28.885,16.169,6.14,129.426,100.631,109.433,109.508,2.7385000851774,1.3854162852671,1.9033056192939,1.5648398383107,2.7499742271134,0.51618383373779
1787,YILWAS,1.4886574519231,0.0,3.627,119.083,71.859,180.0,180.0,71.859,3.039,2.49,2.699,15.804,10.25,10.25,135.831,100.331,108.141,108.141,2.6558321923977,1.4771852848658,1.73497501601,1.7860463862457,2.6552442239215,0.48402387475358
1788,GOHWAD,1.3044290865385,73.095,3.628,120.378,80.915,52.89,58.384,75.157,3.024,2.488,3.903,80.104,95.794,87.31,132.648,123.041,104.437,101.611,2.6088287157184,1.5292444971433,1.8299980692257,1.6856010994984,3.2718092510113,2.1280679559161
1789,KICCOP,0.34365745192308,0.0,3.628,126.023,180.0,71.192,71.192,180.0,2.954,2.502,2.656,32.875,32.875,50.565,107.303,140.781,108.808,108.808,2.3891390062794,1.7372768370857,2.3887725596605,0.74415701180138,1.6793522779631,2.0576957808432
1790,POSTIC,0.058657451923077,37.298,3.628,124.926,80.454,39.886,168.974,88.423,2.967,2.364,3.722,7.254,8.492,20.056,142.029,131.383,103.946,101.052,2.432620038357,1.6986608693274,1.454480664413,1.8635938390241,2.7926435911629,2.4605742770209
1791,COVPIN04,1.5215432692308,0.0,3.629,113.826,75.191,180.0,180.0,75.191,3.113,2.457,2.86,22.54,15.114,15.114,127.962,95.305,104.809,104.809,2.847699090732,1.2575288818329,1.9371452432456,1.5113958139981,2.8477495719208,0.26442839413523
1792,ENIVON,1.6307716346154,0.0,3.629,110.864,70.518,180.0,180.0,70.518,3.155,2.483,2.951,0.05,0.034,0.034,125.871,92.537,109.482,109.482,2.9481217124165,1.1236562502734,2.0120700644347,1.4549443480099,2.9481075628911,0.1306246440154
1793,MASWEJ01,1.9486574519231,0.0,3.629,114.405,76.078,180.0,180.0,76.078,3.104,2.407,2.841,5.235,3.452,3.452,129.2,95.849,103.922,103.922,2.8266501726753,1.2825228268201,1.865291384311,1.5212945315143,2.8262095282188,0.28951805229622
1796,GUTKAH,0.76942908653846,83.958,3.63,123.431,75.013,108.006,67.0,146.596,2.987,2.465,3.359,138.371,130.966,146.3,140.501,113.489,103.729,111.553,2.492800558288,1.6456349463349,1.5678996156306,1.9020819633511,3.0806618790677,1.3388067025746
1797,HOFNAT,1.2215432692308,60.178,3.63,119.178,61.88,155.044,137.649,61.88,3.041,2.645,2.666,36.755,39.51,30.442,137.528,102.618,108.374,108.374,2.655125495572,1.4825618377536,1.7859828878682,1.9509715846834,2.6016112533716,0.5823872305695
1798,JOZLIT,1.6207716346154,0.0,3.63,112.431,70.524,180.0,180.0,70.524,3.134,2.485,2.904,0.133,0.09,0.09,127.912,94.002,109.476,109.476,2.896880680545,1.1958420977224,1.960554198665,1.5269093732429,2.896918929065,0.20267392142335
1802,EJECOL,0.27731490384615,73.393,3.631,128.581,88.133,74.74,164.034,78.708,2.928,2.286,3.568,21.528,12.905,29.494,144.374,125.8,107.782,107.584,2.2888975805254,1.8259605323952,1.3315764459783,1.8581442808662,2.8938757061539,2.0871289843544
1807,COVPIN03,1.5794290865385,0.0,3.632,113.578,75.792,180.0,180.0,75.792,3.119,2.448,2.87,21.721,14.562,14.562,127.521,95.088,104.208,104.208,2.8586146048138,1.2475910953293,1.9415826421843,1.4909597055483,2.8586912286284,0.25452791470264
1808,IKULAD,1.5752007211538,73.972,3.632,117.744,80.578,78.53,57.106,162.21,3.062,2.351,3.589,131.795,129.495,145.895,132.481,116.884,98.077,105.148,2.7099814312293,1.4254278804599,1.7338656279227,1.5877376937983,3.2011146561494,1.6228943151622
1811,UXIHIU,0.33077163461538,39.723,3.632,110.637,69.588,143.22,149.351,87.045,3.161,2.509,3.048,21.447,24.979,36.289,125.6,96.003,110.225,111.594,2.9581653665766,1.1140819826146,2.040069809467,1.4605465321246,3.031286050926,0.31876147424316
1812,XIHDEA,1.6028858173077,0.0,3.632,111.462,70.331,180.0,180.0,70.331,3.15,2.489,2.935,2.374,1.617,1.617,126.669,93.112,109.669,109.669,2.9315803738803,1.1525348200726,1.996424095382,1.4864090390528,2.9306718206154,0.15933511807122
1813,GAHFUS,0.38922836538462,42.239,3.633,92.859,53.47,70.529,77.113,173.448,3.446,3.171,3.348,54.642,67.17,82.956,103.921,98.638,109.623,107.329,3.4417107811221,0.17188047913495,3.0778625555708,0.76289126945802,3.3100235958169,0.50283973106253
1814,HODYEF,1.4978858173077,3.799,3.633,109.437,68.399,176.825,176.825,68.399,3.18,2.519,3.006,1.506,0.0,1.041,124.422,91.27,111.251,112.136,2.9987653159508,1.058209138049,2.0779142978637,1.4239498483913,3.0052615801271,0.066624582640727
1815,SIFFAO,1.7057716346154,0.0,3.633,112.489,72.159,180.0,180.0,72.159,3.135,2.465,2.904,3.752,2.528,2.528,127.591,94.072,107.841,107.841,2.8965926093202,1.1991564767083,1.9532301957728,1.5037010348874,2.8966691542129,0.20621302342807
1817,DUKTOT,0.23288581730769,0.0,3.634,106.813,67.77,180.0,180.0,67.77,3.22,2.703,3.083,45.24,33.016,33.016,118.925,88.857,112.23,112.23,3.0823575375741,0.93138177486993,2.3658104049769,1.3073446858816,3.0823865540239,-0.061499037170409
1818,FIJFUB,0.28308653846154,59.386,3.634,161.534,106.103,115.622,14.008,96.562,2.679,2.272,2.567,61.295,174.066,139.915,175.762,145.334,109.593,109.847,0.84855142682657,2.5410630602231,0.16789994795727,2.2657876351229,1.46008791689,2.1113105586227
1819,GOPMAZ,1.5165432692308,64.45,3.634,109.38,66.357,156.72,129.221,63.905,3.182,2.592,2.978,30.201,37.131,29.619,124.129,92.767,106.01,102.686,3.0017032552456,1.0558889939042,2.1455965938386,1.4542624441649,2.9745279710073,0.14376143326697
1821,QITBED,0.87865745192308,0.0,3.634,121.605,70.469,180.0,180.0,70.469,3.014,2.584,2.633,34.278,22.43,22.43,137.705,102.871,109.531,109.531,2.5669671503736,1.5795175367507,1.7388975440353,1.9113585041399,2.5668434167403,0.58651843443925
1823,XAFVUV,1.8236574519231,0.0,3.634,117.87,76.5,180.0,180.0,76.5,3.062,2.421,2.742,13.781,8.907,8.907,133.39,99.202,103.5,103.5,2.7068402012494,1.4313839893265,1.7593275764784,1.6631318284017,2.7067123343361,0.43848869900241
1825,METQUY,1.2057716346154,66.071,3.635,107.448,69.823,80.169,80.169,171.232,3.212,2.596,3.996,141.225,131.558,141.697,120.197,106.463,107.225,107.225,3.0642141771775,0.96308643245798,2.2437257564073,1.3057223020361,3.8321757643772,1.1324508426066
1826,PAPNIG01,1.1457716346154,18.924,3.635,79.25,29.62,82.484,82.484,171.811,3.686,3.501,4.516,140.978,148.623,155.445,92.876,82.906,105.597,105.597,3.6213121660162,-0.6875275967282,3.4965903570674,0.17566125031835,4.4814294598389,-0.55771497782332
1828,ZZZSQK04,2.0515432692308,13.987,3.635,116.031,79.321,173.928,166.453,79.321,3.088,2.385,2.797,1.633,3.731,5.9,130.191,97.559,101.408,101.408,2.7747431919359,1.3551915801115,1.8218953168106,1.5391304215639,2.7726938662379,0.36793711980004
1829,HESNEZ,1.4744290865385,53.128,3.636,119.142,79.401,163.089,133.048,57.501,3.048,2.378,2.816,37.437,41.279,35.574,134.496,100.935,108.276,103.396,2.6621704008866,1.4843021109745,1.6962259259103,1.6666438156576,2.764869937727,0.53418182995425
1835,OTOVOK,0.39654326923077,11.691,3.637,123.745,80.337,167.727,167.137,64.055,2.99,2.472,2.776,50.494,35.457,36.804,137.67,104.408,108.875,108.406,2.4862390944385,1.6609380377623,1.6646440365789,1.8274967117569,2.688690436207,0.690738545507
