,Refcode,ΔE,P1/P2,O…O,O-H-O,O_H1-O_H3,O_H1-O_H4,O_H2-O_H3,O_H2-O_H4,min H…O,min H…H,H1…H4,H-O-H-H3,H-O-H-O,H-O-H-H4,O-H1-H3,O-H1-H4,H1-O-H2,H3-O-H4,R(H1O),r(H1O),R(H1H3),r(H1H3),R(H1H4),r(H1H4)
57,REDPOG,0.52705168269231,47.478,2.478,117.66,166.78,83.116,83.116,52.723,1.856,1.633,2.503,114.336,106.395,84.686,86.309,113.062,109.035,109.035,1.6438924798079,0.8615993934718,1.6296127377836,-0.1051252817048,2.3029640015896,0.98049263504759
62,VATBIC,5.7039963942308,0.0,2.506,95.989,70.503,180.0,180.0,70.503,2.2,2.04,2.317,88.997,63.673,63.673,105.96,70.765,109.497,109.497,2.1879922791409,0.22954255905967,1.9613659414039,0.56093105093284,2.1876541720636,-0.76332052471604
70,JUMREQ,4.4607403846154,72.093,2.599,122.03,86.133,71.055,150.664,98.948,1.932,1.788,2.902,121.547,84.577,87.633,127.631,117.654,109.702,109.702,1.6378926346759,1.0246617574959,1.4160234198986,1.0917058552095,2.5704944975658,1.3469083257534
72,BAFVUZ,2.2514807692308,0.0,2.605,129.174,180.0,81.858,81.858,180.0,1.862,1.455,2.76,180.0,180.0,180.0,97.224,118.487,98.142,98.142,1.4434805217813,1.1761836520025,1.4434503770571,0.18296450194987,2.425833976843,1.3164078079358
73,LEDGIM,4.4438269230769,32.363,2.607,110.718,121.211,36.34,19.753,90.9,2.085,1.945,2.055,96.201,121.466,123.394,96.581,138.418,109.524,109.602,1.9501691742124,0.73760774938425,1.9321840557592,0.22291203347982,1.3638855232585,1.5371536290969
76,IKOHOH,1.2997680288462,52.112,2.633,149.053,124.471,63.523,94.204,155.032,1.731,1.702,1.946,74.868,43.231,124.351,122.826,172.157,109.415,109.562,0.89015801522678,1.4845806505298,1.4302258272651,0.92263648476729,0.26554937367903,1.9277965479113
78,NIQSOY,3.6622836538462,74.124,2.638,110.402,53.97,90.292,163.259,65.044,2.122,1.942,2.984,53.123,33.678,43.52,132.974,104.251,109.423,109.426,1.9888865611404,0.73973931010543,1.4208897544672,1.3237961722449,2.8921722143071,0.73457190443807
81,VIPFAD,4.1357716346154,63.0,2.665,81.03,27.032,82.668,99.123,118.45,2.633,2.512,3.235,173.751,176.489,161.325,100.878,84.967,109.359,109.359,2.6007987104136,-0.4105302277674,2.4668624943354,0.47406058056056,3.2225269229399,-0.28380491702543
85,JABYER,3.7680552884615,82.647,2.674,140.072,84.853,84.539,19.523,108.786,1.836,1.664,2.558,85.683,142.462,126.799,154.103,125.964,104.372,106.967,1.1783897132919,1.4079395170276,0.72675979922424,1.4969021992874,2.0704097743173,1.5022540951554
89,BIJFOQ,3.1090276442308,69.779,2.689,111.404,56.302,54.963,124.486,91.825,2.163,2.114,3.044,135.884,112.539,102.814,129.35,116.528,109.456,109.409,2.0138186262606,0.78936907750807,1.6347291113263,1.3403942452064,2.7235161169394,1.3595572664553
90,XOFKIN,4.3228858173077,75.776,2.69,65.354,24.88,116.643,89.065,104.696,2.948,2.929,3.922,95.945,103.094,106.617,83.558,64.723,107.765,107.773,2.6794419297992,-1.2293473654074,2.9105061217009,-0.32862610295244,3.546484302736,-1.6746740251306
91,FIBKEJ,1.2807403846154,80.879,2.691,139.535,129.255,64.795,121.469,82.747,1.858,1.829,1.887,150.082,124.469,161.646,115.41,166.678,108.047,109.086,1.2058111973606,1.4135711359249,1.652063300501,0.78481071038669,0.43480894463301,1.8362217136466
92,TEQSAL,2.0438269230769,27.867,2.694,123.972,125.923,33.534,19.579,88.608,2.011,1.801,2.26,81.537,108.97,102.596,107.479,149.689,107.934,108.065,1.6677439117217,1.1237220496703,1.717842609114,0.54094155905457,1.1406070265102,1.9510549995004
97,GEXQUX01,4.0221141826923,13.27,2.698,72.04,16.832,98.804,98.804,151.444,2.833,2.625,3.758,153.546,159.548,165.827,91.677,74.161,109.565,109.565,2.6949536300276,-0.87356392553798,2.6238756819892,0.076820605735526,3.6153178920436,-1.0256902746296
101,VIPFEH,3.3138269230769,72.217,2.702,116.058,72.934,100.813,85.985,28.325,2.115,2.038,2.952,11.508,41.483,36.919,126.779,104.57,109.428,109.517,1.9000098834944,0.9290788139999,1.6323378746417,1.2202118926688,2.8570666940859,0.74261289077497
103,CEXXIN,1.8451694711538,72.741,2.707,152.684,88.082,109.899,33.072,113.602,1.786,1.65,1.957,73.287,172.107,154.877,169.022,129.644,110.712,101.632,0.81959126602058,1.5868415663395,0.31421290484024,1.6198056211879,1.5069360073859,1.2485963597752
112,DOQSIL,4.8882560096154,44.774,2.718,132.805,72.732,35.673,49.554,117.126,1.944,1.697,2.913,113.604,131.914,127.329,162.214,136.923,104.919,105.076,1.4262555866608,1.3209583647939,0.51837011151834,1.6158902894332,1.9895225248329,2.1277615287391
114,LALMES,1.4465120192308,49.838,2.718,167.078,113.396,43.721,113.036,137.365,1.741,1.573,2.641,152.318,125.894,134.466,145.919,156.124,109.543,108.929,0.3893300472758,1.696909872176,0.88145315170834,1.3028312789243,1.0689674347291,2.4149926756594
115,FONDOD,0.29305528846154,75.717,2.719,135.57,95.216,101.858,32.342,129.753,1.919,1.837,2.588,101.087,144.714,141.427,134.19,116.791,104.6,103.903,1.3433716585461,1.3703698723392,1.3171882891666,1.2804624207224,2.3101953613346,1.1665082050582
116,TEXWUP02,4.7378858173077,80.398,2.72,71.734,4.035,104.516,104.516,95.101,2.863,2.65,3.696,139.771,139.771,129.753,92.018,71.935,107.615,107.615,2.7187381177071,-0.89734722784806,2.6483565063078,0.093315676587316,3.5138069207534,-1.1461138353869
120,FABHIZ,2.5572836538462,79.476,2.724,133.043,78.349,98.148,147.567,104.103,1.948,1.765,2.581,112.927,70.68,85.353,150.086,117.416,104.211,107.533,1.4236795569499,1.32960163926,0.88020470170149,1.5298577329617,2.291119730163,1.1884154921819
124,TEXWUP,3.2097680288462,33.509,2.727,138.203,179.541,74.295,74.295,45.352,1.906,1.34,2.463,106.832,107.191,76.4,108.611,133.315,105.266,105.266,1.2703364895949,1.4209437720064,1.2699275900474,0.42764929093401,1.7920620168568,1.6896398218967
130,IMUZEV,4.2668822115385,52.548,2.731,130.953,146.449,91.157,91.157,134.424,1.975,1.41,2.791,153.404,131.944,133.562,109.345,117.171,101.735,101.735,1.4916138017899,1.2944934400412,1.3303929159206,0.4670703258272,2.4830065001794,1.2745037152032
131,TEXWUP02,3.8289963942308,80.398,2.731,138.984,175.965,75.484,75.484,84.899,1.903,1.323,2.64,129.508,126.3,106.212,109.662,129.645,107.615,107.615,1.2488813496272,1.43586363369,1.245861039988,0.44515083852555,2.032832666174,1.6843964353251
132,KIKBOW,5.6321141826923,32.44,2.732,89.429,42.254,80.398,80.398,170.652,2.556,2.034,3.168,113.662,117.675,133.165,110.42,92.536,108.591,108.591,2.5558730729428,-0.025472239907948,1.9061839643525,0.70966097120061,3.1648973162719,0.14017481034357
136,CISTEG,2.4113112980769,71.968,2.734,132.113,164.295,72.698,57.56,117.218,1.967,1.766,2.299,16.987,16.497,51.574,101.876,134.616,107.76,107.754,1.4591672314796,1.3190602679848,1.7281992536404,0.36343271690495,1.6364970323103,1.6147069279716
141,KUDTOT,4.9757716346154,52.654,2.741,74.472,10.582,109.871,94.349,52.587,2.834,2.656,3.37,120.659,124.11,108.23,94.693,71.016,104.892,102.901,2.7305582655385,-0.75868805084786,2.6470954679922,0.21730527682325,3.1867038617026,-1.0962748276823
142,BEQXOK,4.2678858173077,7.436,2.743,68.264,27.386,136.565,136.565,112.647,2.951,2.853,3.629,123.62,114.486,125.275,85.759,60.01,110.569,110.569,2.7411841048191,-1.0928452330899,2.8451879545739,-0.21098460405342,3.1431228324572,-1.8139514492086
145,EWUGIO,3.4369134615385,23.655,2.745,127.33,73.175,36.723,36.677,132.651,2.027,1.802,2.989,98.552,131.203,133.964,147.316,132.648,106.62,107.09,1.6117813681666,1.2291825825446,0.9730895601052,1.5166742260664,2.1984984842908,2.0250247935695
149,TEQSAL,1.7813425480769,73.79,2.747,92.579,19.847,120.284,98.304,101.08,2.517,2.497,2.716,162.631,157.145,175.728,114.798,81.799,108.065,107.152,2.5144506039318,0.11325705446897,2.2667569226902,1.0472927257629,2.6882254816764,-0.38742710238887
152,CAPDII,4.91,32.087,2.749,83.776,25.264,91.278,115.993,32.523,2.673,2.476,2.825,126.906,119.254,98.558,104.221,83.661,109.561,109.458,2.6572443706216,-0.28979536711248,2.4001239083229,0.60826081962975,2.8077280387678,-0.31191066079463
154,BPIMAC,1.0388269230769,73.369,2.752,166.979,101.29,68.513,13.341,116.213,1.775,1.652,2.399,25.826,173.839,130.204,158.292,150.772,104.621,102.904,0.39992199200056,1.7293604020893,0.61103595330209,1.5348417064219,1.1713985723734,2.0935678600517
156,DOQSIL,5.987484375,82.333,2.753,112.066,90.016,81.713,30.295,81.182,2.221,1.631,2.155,144.191,169.517,162.162,120.758,116.975,104.963,105.007,2.058315578333,0.83437280635913,1.4015754064347,0.83411472836624,1.9205457623426,0.97751162384282
157,IFOTAY,3.1155396634615,66.363,2.753,148.161,161.755,72.873,63.761,122.55,1.859,1.438,2.432,46.035,47.686,83.386,116.257,140.311,102.843,103.061,0.98068603500969,1.579283350364,1.2896252892801,0.63616869873424,1.5531240628537,1.8714779307768
160,ZEVZOR,0.52228365384615,19.777,2.753,149.779,132.619,30.959,33.89,77.947,1.849,1.573,2.567,73.292,107.805,74.516,126.015,162.562,107.729,107.838,0.93066953259129,1.5977031079354,1.2723416324422,0.92491933180919,0.76926213785588,2.4490252679916
164,JOBGAJ,2.5609411057692,69.983,2.756,145.445,82.101,72.867,135.445,43.393,1.88,1.747,2.292,137.236,70.14,26.321,164.693,143.439,108.776,107.081,1.0663305107576,1.5483343443286,0.46119208642885,1.6850254773787,1.365294609427,1.8409874061138
165,QOSHUD,1.8515120192308,78.238,2.756,163.451,138.045,46.03,88.127,77.669,1.79,1.438,2.495,134.055,164.033,90.348,132.812,164.561,110.623,107.939,0.50985506929946,1.7158519191089,1.0548988919496,0.97725755446738,0.66419967563123,2.4049664843593
167,CAPDII,4.3878858173077,28.77,2.757,76.556,49.614,64.154,60.152,150.238,2.813,2.699,3.361,79.736,95.718,107.948,89.777,86.23,109.583,109.301,2.7359171100418,-0.65400807868149,2.6989795573684,-0.010504708820531,3.3537269050547,-0.22099060231637
168,PUGGEE,4.88,30.338,2.757,84.06,30.885,101.609,101.609,147.474,2.677,2.244,3.323,116.959,113.88,128.327,104.85,81.751,109.795,109.795,2.6626266837011,-0.27703455243538,2.1690506289259,0.57511335331044,3.2886198800842,-0.47676858570455
171,AMIJOV,1.7143978365385,81.194,2.758,155.199,115.084,72.393,7.046,112.981,1.825,1.783,1.967,33.324,76.728,131.564,133.856,174.155,108.42,111.986,0.7655289651109,1.6566805375739,1.2856916906762,1.2353484838402,0.20031464459893,1.9567736310466
175,APOLIB,3.7405709134615,44.157,2.761,104.227,39.475,103.621,84.807,148.647,2.343,2.142,2.551,99.089,104.67,127.053,128.805,97.705,105.885,112.421,2.2711393556032,0.57582551821731,1.6692247867581,1.3423310363961,2.5279683052781,0.34201936715566
182,PEWBEZ,4.8707716346154,53.164,2.763,68.723,3.424,104.84,104.84,50.626,2.964,2.822,3.553,116.531,116.531,101.318,88.288,68.018,103.331,103.331,2.7619647817585,-1.0755680100885,2.8207403295045,-0.084308917126089,3.2947022115302,-1.3299422308274
184,EHUFAO,0.15074038461538,58.375,2.765,162.501,119.213,57.991,136.238,104.151,1.802,1.646,2.637,149.647,97.901,97.841,138.522,148.347,104.539,98.393,0.54184185543151,1.7186074024345,1.0901991650055,1.2331998137452,1.3838278512513,2.2447248112188
193,NIWQIU,2.1855396634615,0.0,2.769,138.812,180.0,69.128,69.128,180.0,1.943,1.363,2.738,135.705,135.705,154.14,110.148,131.555,110.872,110.872,1.2795274044913,1.4622101836452,1.2795926037738,0.46948031733744,2.0488982604666,1.8162213296448
198,IBEMAG,0.58345673076923,41.244,2.772,83.431,71.021,56.247,171.801,65.958,2.704,2.673,3.45,90.744,70.565,64.27,90.291,94.028,107.66,107.731,2.6862477186193,-0.30933670039719,2.6729655246453,0.01357586304782,3.4414779538583,0.24234168668835
200,TEVJEL,1.9682560096154,61.697,2.773,100.495,51.821,119.014,159.232,87.038,2.415,2.048,2.951,55.187,41.796,55.897,120.966,89.19,109.475,109.421,2.3745989985902,0.43989157288408,1.7561042524361,1.0537560697693,2.9507051122352,-0.041717390008235
203,FODVIF,2.8009411057692,63.894,2.775,152.261,89.094,26.951,115.918,84.436,1.858,1.665,2.818,122.014,63.447,49.798,175.569,153.858,109.455,109.485,0.86479607853501,1.6444730896401,0.12863535975088,1.6600234770092,1.2416033046615,2.5297322454864
207,HERREB,3.5784254807692,0.0,2.776,124.861,180.0,70.97,70.97,180.0,2.086,1.723,1.961,45.222,45.222,77.612,96.642,140.631,109.03,109.03,1.7116488038312,1.1923314859313,1.7114356467969,0.19929131158381,1.2438864815223,1.5160037668443
211,CUMBES,3.9830552884615,48.565,2.779,158.34,119.955,46.699,133.409,105.894,1.832,1.428,2.406,130.175,57.051,27.674,147.692,172.249,106.625,106.481,0.6761875549045,1.7026433539037,0.76322368121565,1.2069273434767,0.32449294724605,2.3840176860056
212,FASBEI,1.2113112980769,0.0,2.78,137.877,180.0,72.578,72.578,180.0,1.962,1.395,2.476,99.872,99.872,132.135,109.361,135.069,107.422,107.422,1.3159612985527,1.4552284565358,1.3161107053935,0.46246903804317,1.7486866770057,1.7529035642792
214,LERREG,3.9678858173077,0.464,2.781,72.951,8.95,99.189,99.189,152.683,2.905,2.682,3.666,131.024,133.535,145.192,92.762,74.002,108.128,108.128,2.7773379352168,-0.85171532427561,2.6788843636785,0.12923840775377,3.5240206477975,-1.0103635355143
221,GEJWAV,3.8578858173077,68.688,2.783,78.024,8.737,105.574,114.925,102.511,2.814,2.777,3.773,129.872,126.731,122.24,98.229,76.974,108.316,108.468,2.7527521778057,-0.58391047908539,2.748407766785,0.39747169393042,3.67591272979,-0.85040849182472
223,AQEBOO,2.0534254807692,0.0,2.785,139.438,180.0,72.348,72.348,180.0,1.955,1.363,2.466,99.068,99.068,132.41,111.16,136.415,107.652,107.652,1.2712788399628,1.4852188764835,1.2711011364813,0.4920070129948,1.7001342131873,1.7862529656098
224,EMUSUB,1.5767127403846,69.368,2.785,149.301,114.861,66.237,88.759,39.72,1.885,1.692,2.033,148.735,163.173,93.779,135.332,173.848,105.778,101.637,0.96234511144448,1.6208383282977,1.1894719524151,1.2033372238977,0.21786941305883,2.0212921408974
227,DEVMUN,0.55537019230769,23.299,2.786,150.347,87.094,17.043,32.068,126.536,1.879,1.821,2.845,87.225,160.858,167.385,157.555,155.171,109.719,103.589,0.92962765744832,1.6329217429219,0.69525123620681,1.6830527973159,1.1946482065998,2.5820225913938
230,VUDXOI,4.6222836538462,0.0,2.787,102.516,75.975,180.0,180.0,75.975,2.398,1.843,2.388,57.613,37.278,37.278,114.361,78.57,104.025,104.025,2.3410127954524,0.51967594857557,1.6789078335101,0.76020884405427,2.3406401025025,-0.47323134993067
231,QEXGOS,0.23902764423077,63.976,2.788,100.875,86.871,116.424,161.217,55.453,2.424,2.22,3.268,80.134,55.524,56.805,103.323,90.272,109.39,109.403,2.3804676934728,0.45732872240021,2.160251911199,0.51157763844881,3.2679631749131,0.015514103634574
234,CAPDII,3.1892283653846,80.007,2.789,88.116,21.229,99.558,125.601,93.554,2.64,2.568,3.616,94.323,87.73,90.297,109.067,86.01,109.364,109.373,2.6385729101014,-0.086792845782065,2.4271123794046,0.83889778742162,3.6072355748805,-0.25160983151742
237,PITCUQ,1.3203701923077,82.618,2.793,123.591,88.301,63.965,108.922,143.244,2.119,1.964,3.098,166.053,131.998,135.322,127.724,121.266,106.114,106.115,1.7651442846306,1.1723594390953,1.5534597923493,1.2016899240462,2.6480680684691,1.6078990965711
238,ITAJAP,1.272484375,87.852,2.794,122.653,67.256,91.613,169.345,80.838,2.131,2.053,2.957,88.11,58.148,66.21,138.334,112.289,107.776,108.266,1.7942032504606,1.1497807165006,1.3648080672726,1.5336583516245,2.736060505339,1.1215265984916
241,IRIMOM,0.20805528846154,86.11,2.795,159.592,93.839,96.548,89.547,16.109,1.842,1.787,2.243,50.791,48.046,26.835,158.264,136.01,106.156,103.274,0.64231076607293,1.7263837579712,0.66178055965153,1.6599444240297,1.5578370959698,1.6137510906024
243,OJOCEX,3.9078858173077,63.766,2.796,72.931,43.843,129.42,70.154,76.482,2.922,2.901,3.847,88.822,102.547,100.06,87.206,67.245,112.776,109.512,2.793291644706,-0.857674639718,2.8975514287097,-0.14140975207693,3.5475773001924,-1.4879866596041
246,IPUXEX,0.53842548076923,0.0,2.797,135.553,180.0,82.0,82.0,180.0,2.0,1.466,2.741,140.731,140.731,156.794,107.245,124.842,98.0,98.0,1.4004983807554,1.4277970043047,1.400097170588,0.43460776904183,2.2496226668499,1.5659753691534
247,QAFRAS,2.7834567307692,72.981,2.797,101.383,55.339,87.501,76.642,61.627,2.426,2.308,3.406,45.806,65.358,63.39,116.884,98.818,109.486,109.447,2.3782800404225,0.47881107895297,2.0585602191119,1.0436444913331,3.3657420022164,0.52212716316679
249,XILGUU,5.2251694711538,52.191,2.797,117.727,104.07,133.593,133.593,71.201,2.193,1.509,2.672,95.858,69.893,72.884,121.079,97.219,108.112,108.112,1.941187625432,1.0203134826462,1.2923926267707,0.7789751589548,2.6508192822949,0.33576946349215
250,BAMGOO,4.3722836538462,0.0,2.798,108.97,70.469,180.0,180.0,70.469,2.313,1.902,2.201,59.839,38.132,38.132,124.753,83.714,109.531,109.531,2.1873784559284,0.75189393569843,1.5627157087086,1.0842156675475,2.1877670133918,-0.24099065358378
252,YIJSES,3.0591971153846,0.0,2.798,141.474,180.0,74.55,74.55,180.0,1.952,1.328,2.543,111.757,111.757,141.264,113.718,134.792,105.45,105.45,1.2158416716698,1.5270995479769,1.2158321699295,0.5341686386943,1.8046885597384,1.7916328313439
253,KIXWUK,0.39342548076923,0.0,2.799,136.786,180.0,75.351,75.351,180.0,1.992,1.439,2.479,100.129,100.129,131.805,108.586,133.392,104.649,104.649,1.3639726106093,1.4517722677843,1.3639508518572,0.45864918371026,1.8014164159193,1.7030384307045
254,WAVTUK,4.0207716346154,4.551,2.799,76.667,19.64,86.943,87.152,166.737,2.856,2.742,3.371,108.877,115.746,131.528,95.791,79.65,106.269,106.11,2.7790199821349,-0.65862275916867,2.728006396149,0.276667856048,3.3161492081889,-0.60563638350765
255,COMBOV,1.6934567307692,64.116,2.8,125.436,68.052,65.565,43.241,105.686,2.105,1.974,2.438,130.561,160.925,169.526,143.712,132.004,106.179,106.307,1.7150775079999,1.2204647236004,1.1683007914955,1.5911471524001,1.8116731910527,1.6314669009272
258,AWIHOD01,3.4222836538462,54.396,2.801,155.653,136.039,77.66,60.757,52.321,1.866,1.544,1.924,94.083,127.325,31.838,129.655,173.683,98.66,108.943,0.76928060930633,1.7000480417168,1.1887271513554,0.98532419011735,0.21169622006648,1.9123181509387
261,BAMGII,4.4672836538462,0.0,2.802,109.098,70.501,180.0,180.0,70.501,2.315,1.896,2.2,58.951,37.445,37.445,125.046,83.852,109.499,109.499,2.1875831723795,0.75743307554006,1.552238673821,1.0887474911541,2.1873468575884,-0.23561350682499
264,QOTTEY01,1.852484375,77.253,2.802,149.932,101.043,96.161,35.749,132.195,1.898,1.621,2.393,102.669,172.447,153.249,153.628,129.943,99.841,97.033,0.9509501328609,1.6425887631455,0.72004398340006,1.4523008166249,1.8346736951054,1.5363663080426
265,ROQYUT,1.7719134615385,37.608,2.802,102.542,98.807,150.479,28.421,80.251,2.413,2.134,2.854,64.763,89.356,91.669,100.039,83.159,108.321,100.534,2.3554187892579,0.52399554121294,2.1013270223542,0.3719956251407,2.833681020579,-0.33995275202629
266,UQADEW,0.83114182692308,77.196,2.802,114.304,91.626,21.501,77.438,100.948,2.243,2.128,2.988,4.748,33.483,38.707,114.87,128.184,109.529,109.431,2.0442131050911,0.92316942159804,1.9306585235684,0.89495344313145,2.3486563095444,1.8471484887895
268,PIGNOJ,1.7863112980769,13.298,2.804,144.274,172.874,72.879,77.096,170.243,1.937,1.384,2.648,118.289,119.086,142.139,115.112,134.769,105.552,103.36,1.1310330173795,1.5724927070093,1.253184230083,0.58735448025121,1.8799525688543,1.8648545087642
275,KAHGIJ,2.0288269230769,76.104,2.812,152.256,108.348,77.233,20.888,87.968,1.895,1.668,2.644,33.331,94.688,89.02,144.851,135.828,106.928,108.704,0.88216389074839,1.6771439621749,0.96027549396563,1.3638529890311,1.8423779901365,1.8964122287785
278,IFUHUN,5.7520829326923,20.432,2.813,140.928,162.262,81.625,81.625,166.896,1.972,1.319,2.778,170.48,156.436,161.045,116.331,127.092,100.419,100.419,1.2429446670765,1.5309711148764,1.1821492318888,0.5850505905857,2.2159221061821,1.6754024051951
279,PAXTUE,4.5178545673077,0.0,2.813,143.787,180.0,70.192,70.192,180.0,1.949,1.289,2.438,92.641,92.641,130.635,116.725,141.55,109.808,109.808,1.1514472657649,1.5725044337497,1.1513028984017,0.5796745950375,1.51602506348,1.9093223946993
280,TUYFAV,4.5197992788462,76.27,2.814,127.57,90.314,54.607,114.046,46.94,2.096,1.744,2.294,147.009,110.783,81.886,136.86,143.896,99.23,97.523,1.6613084765676,1.2779945796773,1.1925181738437,1.2725707858711,1.3517458411956,1.8534344285165
283,GANPOB,4.655,5.201,2.815,70.932,8.957,115.897,99.089,8.957,2.978,2.869,3.268,90.401,93.323,75.695,90.157,64.503,107.406,107.406,2.8146016597719,-0.9728830848613,2.8689892290423,0.0078615290715586,2.9497223708612,-1.4067558191958
289,TADKAM,3.9057716346154,9.375,2.817,69.298,25.308,80.292,80.292,175.841,3.01,2.899,3.336,97.064,105.444,122.549,86.709,74.406,103.853,103.853,2.8156493918974,-1.0640575651287,2.8942191038112,-0.1664234933371,3.2132042510414,-0.89678004052797
290,VATHIK,1.7734567307692,75.001,2.817,107.73,80.92,79.62,28.725,117.171,2.351,2.235,3.338,90.884,116.825,116.368,112.985,105.55,109.445,109.489,2.2393325765934,0.71595433611899,2.0575569021955,0.87274543495084,3.2158187748834,0.89484837101447
292,TITJOW,1.5630552884615,53.918,2.819,164.931,136.461,67.601,90.451,37.267,1.848,1.494,2.271,121.633,152.873,51.343,135.466,162.259,98.998,99.393,0.48044692001421,1.7844536298399,1.047790593952,1.0649745871267,0.69200706845055,2.1629995878905
293,UFABEJ,3.7757716346154,57.173,2.819,87.42,27.871,119.595,80.809,62.196,2.683,2.59,3.345,110.221,119.503,107.649,106.996,79.472,108.675,106.965,2.6802803598779,-0.12077331018459,2.4768821774228,0.75706979808024,3.2886893771488,-0.61118506250467
296,CUPICH06,1.5770829326923,0.0,2.821,139.817,180.0,70.363,70.363,180.0,1.988,1.387,2.501,97.177,97.177,130.716,112.297,137.81,109.637,109.637,1.2827193005069,1.5188071622517,1.2832934349437,0.52623850090099,1.6796498020332,1.8530454777284
300,GEXQUX01,0.60959855769231,53.004,2.823,106.798,164.772,84.138,84.138,57.119,2.371,2.275,2.29,64.169,57.571,31.928,83.11,110.09,109.565,109.565,2.2698284485526,0.68521515901305,2.2585706203121,-0.27291711757046,2.1506631585856,0.78660535105146
301,HORRUC,0.71171274038462,34.74,2.823,145.05,75.843,26.035,145.214,79.985,1.951,1.866,2.934,29.851,21.97,19.422,170.846,148.12,105.4,99.884,1.1176525387771,1.5991415830267,0.29685935085415,1.8422351982878,1.5495684974662,2.4914239847245
304,GITXEP,2.1172836538462,59.601,2.825,124.19,108.505,141.623,57.51,95.049,2.144,1.744,2.144,28.998,61.061,76.613,120.679,101.477,109.718,109.497,1.7734710550437,1.2047972513757,1.4999086047582,0.88983716340258,2.1011299847861,0.42660143815128
312,REDXIK,2.2140276442308,59.167,2.828,107.359,53.243,129.555,99.548,20.229,2.368,2.34,2.907,15.411,35.473,26.252,123.769,91.464,109.399,109.441,2.260147245542,0.70651144963763,1.9452076781034,1.3006794720636,2.9060510828498,0.074270477764965
313,XUJKAP,2.1538269230769,82.588,2.828,167.108,115.258,58.569,124.821,65.015,1.852,1.54,2.616,116.788,9.02,34.065,153.75,152.614,106.335,108.287,0.41320714929269,1.8053154438417,0.68112458293726,1.3811840219603,1.2033151011347,2.3228191422022
315,ELACOL,0.96057091346154,0.0,2.83,78.199,72.276,180.0,180.0,72.276,2.861,2.833,3.214,100.801,81.423,81.423,84.272,60.597,107.724,107.724,2.8005293875414,-0.58511208286709,2.8188545883747,-0.28275043695579,2.7999985735374,-1.5779112738644
317,SEKNEC,2.9542283653846,58.753,2.83,95.786,66.646,75.088,75.088,174.765,2.552,2.057,3.498,176.272,158.246,163.452,108.444,98.431,109.491,109.491,2.5389985089369,0.25727528372579,1.9513387614858,0.65078878134399,3.4601976374535,0.51287065597601
323,GOMKEZ,5.4995985576923,50.006,2.833,152.9,126.079,95.02,58.52,157.625,1.912,1.36,2.457,130.199,171.799,177.668,145.259,131.102,107.179,105.999,0.87100186263048,1.7020868824165,0.77502006052918,1.1175615892546,1.851448873654,1.6152356076577
326,GEQZAG,1.3576850961538,52.389,2.834,110.172,83.367,127.52,22.533,99.241,2.334,2.135,2.982,94.121,120.869,119.397,115.514,93.845,105.774,112.143,2.1908363032849,0.8048554480208,1.9267949360016,0.91961202395277,2.9752878434874,0.19996561803483
328,JEVHIB,3.8517127403846,81.761,2.834,141.583,119.341,65.503,44.758,149.46,1.988,1.495,2.873,128.351,172.006,161.667,135.77,133.28,109.369,109.279,1.2353039955732,1.5576161396573,1.0428228692779,1.0712354845275,2.0915787893882,1.9696261492429
330,GOTPEM,0.25996875,0.0,2.835,136.592,180.0,74.749,74.749,180.0,2.031,1.476,2.414,88.885,88.885,123.713,109.061,135.993,105.251,105.251,1.3956807636825,1.4754782973282,1.3950730209246,0.48202413454962,1.6771174455933,1.7362813924265
332,ZOZGUQ,1.7078545673077,0.0,2.837,140.834,180.0,69.791,69.791,180.0,1.997,1.378,2.644,113.947,113.947,141.397,113.765,135.672,110.209,110.209,1.2612439521984,1.5483128537357,1.261153880287,0.5553151269657,1.8475345422603,1.8913889380968
333,QUNKUH,0.53479927884615,60.76,2.838,93.214,100.322,130.372,130.372,83.085,2.603,2.42,3.377,131.828,109.752,106.762,89.243,81.532,108.133,108.133,2.5989057272682,0.14593841431397,2.4197887846161,-0.031972454490993,3.3401848289339,-0.49728694790812
338,UCAPIZ,3.4553701923077,42.879,2.841,149.911,109.269,39.033,33.858,91.608,1.938,1.614,2.904,28.219,88.626,78.997,146.718,147.465,111.56,111.109,0.97160589443026,1.676850018907,0.88569898585217,1.3492713983704,1.5618139079166,2.448255157666
340,QITMAJ,2.3495985576923,53.481,2.842,115.42,63.356,130.774,122.606,113.27,2.27,1.863,2.082,39.034,48.944,70.042,139.664,99.009,109.436,109.473,2.0502311104805,0.97439847784045,1.2058618683922,1.4200937132308,2.0563159394545,0.32601956558698
341,VIYBEM,5.4638269230769,0.0,2.842,102.016,70.559,180.0,180.0,70.559,2.464,1.852,2.457,44.223,28.499,28.499,117.093,78.734,109.441,109.441,2.4100125346495,0.51296742862724,1.6487771754688,0.84346773835947,2.4096554838723,-0.48000984265348
344,GOGRAW,2.4571141826923,36.819,2.843,110.76,40.186,90.3,90.178,157.125,2.335,2.229,2.743,100.419,105.812,127.356,135.358,107.447,112.546,107.817,2.1833962955817,0.82765066087091,1.5662621440259,1.585958352603,2.6168074700762,0.82241574921287
